field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,mag,mag_err_lower,mag_err_upper
1596,6,3,ZTF_g,1032199512315,0,2.3438,104.585,4.73383,26.2009,4.39487e-05,0.0612335,-0.154394,6.31156e-05,619,30.0,0.191751,0.05244,20.5177,26.2009,2,2458786.6995139,1596120123,1008.48062728688,29.7058660493294,37.7641872721747,1.17577856794296,1078.03154480472,44.9699095497676,24.1337409870115,1.06071950100651,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.69173110020518,18.72419309481825,18.660211563830053
1596,6,3,ZTF_g,1032199962315,0,2.4449,105.125,4.75387,26.1863,4.34926e-05,0.0608411,-0.140248,6.2359e-05,617,30.0,0.203889,0.051572,20.4907,26.1863,3,2458786.6999653,1596120123,968.162339054133,29.833970297651,36.0987308129527,1.30259540239652,1002.93264146578,44.1362463846797,22.876604451351,1.07051794004414,1.96120987156998,21.9259998321533,0.151999995112419,1.11500000953674,-0.0040000001899898,2458314.987789,2458424.702292,0,18.721429537916524,18.755412883308637,18.688477661889586
1596,6,3,ZTF_r,1033187702315,0,2.8599,193.535,7.20818,26.2204,1.11104e-05,0.0314053,0.0954418,1.57543e-05,640,30.0,0.101207,0.058454,19.9563,26.2204,2,2458787.6877083,1596120223,1610.66236256043,48.2032428410547,37.1691864396682,1.08021717234896,1733.90124318651,68.5086624862655,25.4796854072165,1.08385943599456,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.202888724130425,18.235878341859802,18.170871993342946
1596,6,3,ZTF_r,1033212752315,0,2.9756,198.628,7.2694,26.2212,1.27516e-05,0.0333342,0.0957585,1.79028e-05,636,30.0,0.107156,0.065343,19.9249,26.2212,3,2458787.7127546,1596120223,1649.35643855038,48.9359758321956,37.4922123585954,1.14515534286653,1801.76946719487,68.1637438824643,26.6109867930496,1.08311589918809,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.17791369962778,18.21061476109567,18.14616882554354
550,14,3,ZTF_g,1034190595515,0,2.7809,86.2298,5.19428,26.2126,1.45574e-05,0.0340552,-0.0582252,2.11851e-05,629,30.0,0.078567,0.053362,20.3241,26.2126,1,2458788.6905903,550120155,1041.05939590169,35.7603920670668,32.3838170728108,1.15979071369433,1103.33098357001,50.1192981753377,22.1623610398235,1.12359113259782,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.668911229594254,18.706861869483898,18.63224243079737
550,14,3,ZTF_r,1034212095515,0,2.5551,131.668,6.97878,26.146,6.291e-06,0.0228012,0.0867351,8.66036e-06,661,30.0,0.071066,0.050552,19.9994,26.146,1,2458788.7120949,550120255,1579.04621349553,42.7429419105794,41.0946448187758,1.30283574938397,1594.67030021563,62.9181225510044,25.5158677873036,1.06944790985683,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.15001289858218,18.17980761151797,18.121014019880143
1596,6,3,ZTF_r,1034291502315,0,2.1816,196.696,7.28395,26.2117,8.5525e-06,0.0274091,0.0964109,1.21697e-05,638,30.0,0.089949,0.050597,20.1494,26.2117,2,2458788.7915046,1596120223,1794.30372878663,42.3704173561251,47.1072789460023,1.38453390733343,1821.72019452666,67.2273552491751,27.2804065852614,1.04650244294835,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.07696010087317,18.10290607394292,18.05161971822426
1596,6,3,ZTF_r,1034291952315,0,2.4138,196.554,7.3038,26.2062,1.08167e-05,0.0308747,0.101079,1.5372e-05,640,30.0,0.09714,0.050529,20.0628,26.2062,3,2458788.791956,1596120223,1735.75117785806,44.3657312083893,43.5205751358565,1.31395491152444,1757.17370501878,67.3713603983785,26.2575723654748,1.05968834917732,3.85630796087979,21.461999797821,0.136999994516373,2.35199999809265,0.407000005245209,2458334.930174,2458439.823206,0,18.107481328411875,18.13559352642605,18.08007868622896
550,14,3,ZTF_r,1036145755515,0,1.9784,130.116,8.22629,26.1219,6.8553e-06,0.023788,0.101027,9.45005e-06,658,30.0,0.066892,0.050937,20.099,26.1219,1,2458790.6457523,550120255,1606.60742021995,41.5479424366715,43.0145167645267,1.31256337161717,1634.3538627593,68.7190544246003,23.9433057371693,1.05319981621123,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.107125578877294,18.1355728827024,18.07940463031661
550,14,3,ZTF_r,1037109165515,0,1.6341,127.508,8.44564,26.1048,6.2723e-06,0.022821,0.0946926,8.63995e-06,661,30.0,0.067691,0.060081,20.1837,26.1048,1,2458791.6091667,550120255,1632.65946354552,36.9403162088091,49.1642934748437,1.69992257377544,1559.27520337455,63.6075802033573,24.6790870925031,1.03830164369275,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.072560974970337,18.097408859366578,18.04826905308166
550,14,3,ZTF_g,1037202775515,0,2.0203,86.1237,6.62493,26.2009,1.0347e-05,0.0290464,-0.0300282,1.47975e-05,642,30.0,0.061992,0.052025,20.3733,26.2009,1,2458791.7027778,550120155,920.61820246939,33.5690498818704,30.5067054743745,1.2851811060764,921.364757814312,53.1717061692218,17.4448079494908,1.08847045046192,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.790701106209227,18.83103078664928,18.7518159744482
550,14,3,ZTF_g,1037277035515,0,2.081,84.8838,5.50391,26.1965,1.11263e-05,0.0302766,-0.0549614,1.55621e-05,654,30.0,0.066838,0.049937,20.5125,26.1965,1,2458791.777037,550120155,914.694435851496,30.6370330293432,33.2111667796292,1.26630856352111,863.322278916606,47.145786108418,18.4350898750014,1.0831903555402,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.79330990687453,18.830298837129277,18.757539711888548
550,14,3,ZTF_r,1038177235515,4194304,1.4703,127.628,8.96939,26.0929,7.2511e-06,0.0245538,0.0985366,9.99533e-06,665,30.0,0.066789,0.059584,20.1528,26.0929,1,2458792.6772338,550120255,1567.56458903821,39.9934646142681,43.6004746229487,1.5570365810931,1472.00370705447,71.8314441834976,20.6304878533061,1.03766028589508,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.104836389265465,18.132896399152582,18.0774833361716
550,14,3,ZTF_r,1040121345515,0,1.8584,124.567,11.5794,26.0759,1.02787e-05,0.0290106,0.088085,1.41366e-05,656,30.0,0.071505,0.056943,19.6796,26.0759,1,2458794.6213426,550120255,1356.88222608081,50.9455536139286,29.627204060884,1.14049759730881,1280.15346821334,91.5698142956407,14.0742381688616,1.04298523963994,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.244544615896594,18.286094705939135,18.20452617353675
550,14,3,ZTF_g,1040190285515,0,1.8035,85.0325,10.7417,26.1802,1.91303e-05,0.0375659,-0.0579884,2.98946e-05,583,30.0,0.074133,0.047816,19.8876,26.1802,1,2458794.6902894,550120155,803.537447775843,45.3393096790632,19.7145114392821,1.2008608173631,786.798859211565,80.5522662853421,9.83334214323516,1.0727112497637,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.917684696805303,18.980743216007433,18.858088393478575
550,14,3,ZTF_g,1040202005515,0,1.7108,84.0965,10.9498,26.1828,1.85994e-05,0.0372678,-0.0586974,2.8727e-05,593,30.0,0.069032,0.051936,19.9127,26.1828,1,2458794.7020023,550120155,826.805600978667,44.7208127796788,20.5659380388695,1.14536031894871,841.68499000382,81.618146896992,10.3819287628177,1.06689149388076,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,18.889291475050523,18.94966540299351,18.832098614971716
550,14,3,ZTF_g,1042181095515,0,2.4827,85.7256,16.2239,26.2015,2.83394e-05,0.0388156,-0.02317,5.1805e-05,440,30.0,0.068889,0.062441,19.1951,26.2015,1,2458796.6810995,550120155,728.214022645303,88.1909604949997,9.18522429962379,0.907331479129342,737.518152751836,141.249999280023,5.25653369011147,1.09531311041625,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,19.045852406134816,19.186010941664637,18.921735882796177
550,14,3,ZTF_r,1043110595515,0,1.5467,128.551,20.0778,26.0876,1.20676e-05,0.0316089,0.0889911,1.66324e-05,656,30.0,0.061071,0.062935,19.2048,26.0876,1,2458797.6105903,550120255,1353.16556869802,73.8909308732283,20.3711056861359,1.23982852783795,1067.45223724554,147.595565265564,7.28098833827146,1.03970517108473,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.259222653419677,18.320190525261673,18.20149708023672
550,14,3,ZTF_g,1043189665515,0,1.7815,85.769,18.2303,26.2092,2.20492e-05,0.0358165,-0.038774,3.89763e-05,478,30.0,0.059085,0.052283,19.3351,26.2092,1,2458797.6896644,550120155,720.07003319828,79.2234626238377,10.1105718161186,1.05425734663463,746.676010345118,146.39276977144,5.13485001621561,1.07313926625264,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,19.065763156309156,19.192314838561927,18.952434302618645
550,14,3,ZTF_g,1043206555515,0,1.9388,86.8732,17.9852,26.2137,3.39556e-05,0.043306,-0.0247436,6.03046e-05,456,30.0,0.062137,0.053609,19.2809,26.2137,1,2458797.7065509,550120155,724.93299498966,88.624252157516,9.09913449737514,0.923777301543087,701.826551357047,157.286884044059,4.49213167298835,1.0811163719443,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,19.06295533271407,19.204530273876784,18.937729704711558
550,14,3,ZTF_r,1045213265515,0,2.0826,131.668,15.138,26.1369,1.1168e-05,0.0305021,0.0961705,1.54036e-05,663,30.0,0.0602,0.05066,19.3373,26.1369,1,2458799.7132639,550120255,1223.4095904733,76.2960786827919,17.8371089187233,0.991640579423656,1288.93115912437,133.324907593487,9.73270642418955,1.05693954212992,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.41797029832918,18.4878840116874,18.35228746679832
550,14,3,ZTF_g,1046191755515,0,2.0379,86.5289,15.5192,26.1831,2.25762e-05,0.0362555,-0.0199855,4.01896e-05,477,30.0,0.058248,0.052866,19.4038,26.1831,1,2458800.6917593,550120155,541.897938783983,79.3711277565467,7.59468471120236,0.909267025368833,441.628873172849,135.122872241326,3.29036277624928,1.0995211729436,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,19.34830625227362,19.52025771923785,19.19990067425306
550,14,3,ZTF_r,1046274475515,0,1.5711,130.255,14.9169,26.1027,1.04393e-05,0.0297051,0.102327,1.44046e-05,665,30.0,0.065025,0.066006,19.5518,26.1027,1,2458800.7744792,550120255,1162.13892353267,57.9563918281987,22.3054766624322,1.30462691485441,993.874050023783,110.105147837571,9.08738481882065,1.0458222198277,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.439554881849336,18.495097819326336,18.38671560093954
550,14,3,ZTF_r,1047266265515,0,1.868,103.739,16.4109,25.8662,1.4548e-05,0.0345798,0.101145,2.0144e-05,653,30.0,0.066082,0.053564,19.0706,25.8662,1,2458801.7662616,550120255,872.130024542353,69.9912419320317,13.8609290150811,1.05267754349027,994.747539343775,129.386756186705,7.73995152802868,1.04895573484367,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.514746904837125,18.605576213617834,18.430932981948082
550,14,3,ZTF_g,1048221795515,0,1.7211,85.7225,10.5198,26.2021,1.71995e-05,0.0359902,-0.0544322,2.66207e-05,603,30.0,0.06842,0.051432,19.9717,26.2021,1,2458802.721794,550120155,485.92566029494,44.5910178446296,12.1220828743829,1.03059707666633,459.404433545742,81.7796695258182,5.65542208129677,1.06863938633021,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,19.48567541631528,19.59017995345025,19.390352395994128
550,14,3,ZTF_g,1049174495515,0,2.905,70.6551,7.78354,25.9657,1.52091e-05,0.0334987,-0.00810193,2.39269e-05,584,30.0,0.063028,0.048146,19.9241,25.9657,1,2458803.6744907,550120155,419.518871208893,39.5092688620268,11.811561338592,1.04762661790547,386.774119787671,65.3176003120739,5.96131921376601,1.09839045778094,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,19.40882124633997,19.516213572973967,19.311101724594124
550,14,3,ZTF_r,1049248635515,0,1.9548,118.78,10.3336,26.044,8.1633e-06,0.0260744,0.0812429,1.12594e-05,661,30.0,0.076515,0.055714,19.7329,26.044,1,2458803.7486343,550120255,1012.0331855216,43.671322837275,25.7782367233922,1.13113154357317,1017.05372687711,80.7767394823511,12.6757238383884,1.03376282776317,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.531013115843784,18.578905807142,18.485144059494505
550,14,3,ZTF_g,1052178075515,0,1.9542,37.1387,6.95591,25.2906,0.000453809,0.165338,-0.0463865,0.000777665,487,30.0,0.065189,0.053743,19.3932,25.2906,1,2458806.6780787,550120155,133.754744999264,32.4222113686866,4.58903495843166,0.978971987256671,80.6009903046311,57.3931696417483,1.41382403373447,1.07963884207027,0.684644289027006,22.5719999790192,0.24099999666214,0.935000002384186,-0.188999995589256,2458277.961921,2458340.977176,0,19.974827005688443,20.276227746227878,19.739172999154917
550,14,3,ZTF_r,1052228425515,0,1.8654,119.317,7.12321,26.0254,6.2272e-06,0.0226681,0.101084,8.58069e-06,657,30.0,0.067651,0.052217,20.1892,26.0254,1,2458806.7284259,550120255,826.191698280446,32.0959450276537,28.6342267921276,1.08478460250267,780.728174004994,54.6615415777089,14.379148492522,1.046722958405,3.59187277804243,23.1130000591278,0.340000003576279,0.700999975204468,-0.479000002145767,2458277.927026,2458437.773692,0,18.732697933012197,18.775717816344056,18.691317849824053
