HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459181.895,2020-11-28.3906040,bA,2.08,17.083,>17.083,99.99,-0.087,0.107,g
2459182.868,2020-11-29.3642950,bA,2.04,16.681,>16.681,99.99,0.221,0.154,g
2459184.821,2020-12-01.3168149,bA,1.98,17.383,>17.383,99.99,0.004,0.081,g
2459185.574,2020-12-02.0698739,bq,1.48,17.69,>17.690,99.99,0.047,0.061,g
2459186.865,2020-12-03.3616876,bA,2.04,17.687,>17.687,99.99,0.081,0.061,g
2459188.634,2020-12-05.1300966,bq,1.46,18.162,>18.162,99.99,-0.059,0.039,g
2459188.871,2020-12-05.3669146,bA,2.09,18.098,>18.098,99.99,0.037,0.042,g
2459189.859,2020-12-06.3554336,bA,1.67,18.46,>18.460,99.99,0.036,0.03,g
2459190.603,2020-12-07.0997028,bq,1.48,18.477,>18.477,99.99,-0.044,0.03,g
2459190.731,2020-12-07.2270255,bA,1.65,18.929,>18.929,99.99,0.009,0.019,g
2459193.716,2020-12-10.2123379,bA,2.05,18.826,>18.826,99.99,-0.026,0.021,g
2459195.757,2020-12-12.2542189,bA,2.31,18.82,>18.820,99.99,0.031,0.022,g
2459196.571,2020-12-13.0677983,bq,1.53,18.497,>18.497,99.99,0.088,0.029,g
2459197.596,2020-12-14.0930097,bq,1.59,18.837,>18.837,99.99,0.066,0.021,g
2459200.601,2020-12-17.0980409,bq,1.57,18.52,>18.520,99.99,0.012,0.028,g
2459201.58,2020-12-18.0771973,bq,1.48,18.432,>18.432,99.99,0.052,0.031,g
2459205.707,2020-12-22.2045412,bA,2.3,18.272,>18.272,99.99,0.091,0.036,g
2459206.738,2020-12-23.2355775,bA,1.62,18.023,>18.023,99.99,0.018,0.045,g
2459207.773,2020-12-24.2704773,bA,1.99,17.525,>17.525,99.99,-0.099,0.071,g
2459208.799,2020-12-25.2969620,bA,2.01,17.552,>17.552,99.99,0.085,0.069,g
2459209.796,2020-12-26.2936699,bA,1.99,17.276,>17.276,99.99,-0.115,0.089,g
2459211.812,2020-12-28.3095107,bA,2.11,17.102,>17.102,99.99,0.26,0.105,g
2459212.789,2020-12-29.2867092,bA,2.02,17.123,>17.123,99.99,0.347,0.103,g
2459218.659,2021-01-04.1573240,bq,1.5,18.146,>18.146,99.99,-0.2,0.04,g
2459219.754,2021-01-05.2522223,bA,2.1,18.71,>18.710,99.99,0.047,0.024,g
2459220.7,2021-01-06.1990914,bA,2.37,17.221,>17.221,99.99,0.224,0.094,g
2459221.731,2021-01-07.2302074,bA,2,18.757,>18.757,99.99,-0.01,0.023,g
2459222.602,2021-01-08.1007938,bq,1.5,18.319,>18.319,99.99,0.075,0.034,g
2459225.767,2021-01-11.2659833,bA,2.05,18.605,>18.605,99.99,0.067,0.026,g
2459226.749,2021-01-12.2477900,bA,2.26,18.957,>18.957,99.99,0.019,0.019,g
2459227.745,2021-01-13.2439622,bA,1.71,18.884,>18.884,99.99,-0.069,0.02,g
2459228.745,2021-01-14.2446489,bA,2.01,18.725,>18.725,99.99,-0.019,0.024,g
2459229.727,2021-01-15.2259685,bA,2.1,18.813,>18.813,99.99,-0.078,0.022,g
2459230.738,2021-01-16.2377033,bA,2.06,18.671,>18.671,99.99,-0.039,0.025,g
2459231.735,2021-01-17.2345195,bA,2.06,18.531,>18.531,99.99,0.076,0.028,g
2459232.572,2021-01-18.0721059,bq,1.55,18.72,>18.720,99.99,0.008,0.024,g
2459237.721,2021-01-23.2214018,bA,2.16,17.654,>17.654,99.99,-0.045,0.063,g
2459245.71,2021-01-31.2106212,bA,2.14,17.275,>17.275,99.99,-0.241,0.089,g
2459246.663,2021-02-01.1640068,bq,1.59,17.243,>17.243,99.99,0.158,0.092,g
2459247.615,2021-02-02.1159030,bq,1.51,17.816,>17.816,99.99,-0.052,0.054,g
2459254.597,2021-02-09.0979890,bq,1.44,18.334,>18.334,99.99,0.035,0.034,g
2459255.572,2021-02-10.0733807,bq,1.71,17.89,>17.890,99.99,-0.05,0.051,g
2459256.629,2021-02-11.1309701,bq,1.5,18.058,>18.058,99.99,0.077,0.043,g
2459270.58,2021-02-25.0827464,bq,1.5,17.039,>17.039,99.99,-0.289,0.111,g
2459274.584,2021-03-01.0869650,bq,1.57,17.339,>17.339,99.99,-0.237,0.084,g
2459357.112,2021-05-22.6159927,bA,2.01,17.031,>17.031,99.99,-0.367,0.112,g
2459359.109,2021-05-24.6128724,bA,1.97,17.288,>17.288,99.99,-0.223,0.088,g
2459360.109,2021-05-25.6134768,bA,2.02,16.169,>16.169,99.99,0.217,0.247,g
2459363.095,2021-05-28.5990952,bA,1.99,16.673,>16.673,99.99,0.048,0.156,g
2459364.103,2021-05-29.6071549,bA,1.64,17.018,>17.018,99.99,0.003,0.113,g
2459365.1,2021-05-30.6037605,bA,1.62,17.522,>17.522,99.99,-0.1,0.071,g
2459366.092,2021-05-31.5963234,bA,1.67,17.461,>17.461,99.99,-0.117,0.075,g
2459367.108,2021-06-01.6119988,bA,1.59,17.252,>17.252,99.99,0.057,0.091,g
2459368.09,2021-06-02.5933982,bA,1.68,17.822,>17.822,99.99,0.105,0.054,g
2459369.09,2021-06-03.5935341,bA,1.99,17.893,>17.893,99.99,-0.016,0.051,g
2459370.103,2021-06-04.6064403,bA,2.12,17.925,>17.925,99.99,0.094,0.049,g
2459371.075,2021-06-05.5788206,bA,1.99,18.01,>18.010,99.99,0.025,0.045,g
2459372.087,2021-06-06.5905822,bA,1.72,18.685,>18.685,99.99,-0.027,0.024,g
2459372.924,2021-06-07.4273653,bq,1.49,17.857,>17.857,99.99,-0.14,0.052,g
2459374.076,2021-06-08.5797947,bA,2.09,18.493,>18.493,99.99,0,0.029,g
2459375.077,2021-06-09.5799863,bA,2,18.493,>18.493,99.99,-0.017,0.029,g
2459379.089,2021-06-13.5926206,bA,1.72,18.641,>18.641,99.99,0.061,0.025,g
2459384.046,2021-06-18.5493057,bA,1.6,18.298,>18.298,99.99,0.098,0.035,g
2459385.05,2021-06-19.5529378,bA,1.7,18.476,>18.476,99.99,0.024,0.03,g
2459385.913,2021-06-20.4161208,bq,1.59,18.017,>18.017,99.99,-0.093,0.045,g
2459386.103,2021-06-20.6053932,bA,1.65,18.302,>18.302,99.99,-0.044,0.035,g
2459387.033,2021-06-21.5353331,bA,1.63,17.933,>17.933,99.99,-0.151,0.049,g
2459389.048,2021-06-23.5505067,bA,1.62,17.334,>17.334,99.99,0.168,0.085,g
2459392.03,2021-06-26.5318725,bA,1.68,17.17,>17.170,99.99,0.023,0.098,g
2459393.096,2021-06-27.5985508,bA,1.64,17.587,>17.587,99.99,-0.124,0.067,g
2459395.023,2021-06-29.5254319,bA,1.61,17.439,>17.439,99.99,0.086,0.077,g
2459396.056,2021-06-30.5581356,bA,2.11,17.837,>17.837,99.99,-0.104,0.053,g
2459397.015,2021-07-01.5170303,bA,2.37,18.03,>18.030,99.99,0.044,0.045,g
2459399.035,2021-07-03.5365331,bA,1.98,18.13,>18.130,99.99,0.005,0.041,g
2459401.041,2021-07-05.5426532,bA,2.01,18.142,>18.142,99.99,0.001,0.04,g
2459401.886,2021-07-06.3878650,bq,1.41,17.989,>17.989,99.99,0.13,0.046,g
2459403.995,2021-07-08.4964223,bA,1.7,18.467,>18.467,99.99,0.051,0.03,g
2459404.999,2021-07-09.5002967,bA,1.66,18.45,>18.450,99.99,-0.006,0.03,g
2459405.839,2021-07-10.3401642,bq,1.43,18.181,>18.181,99.99,-0.103,0.039,g
2459407.109,2021-07-11.6097642,bA,1.66,18.458,>18.458,99.99,-0.08,0.03,g
2459408.98,2021-07-13.4805343,bA,1.63,18.573,>18.573,99.99,-0.001,0.027,g
2459410.834,2021-07-15.3346937,bq,1.53,17.927,>17.927,99.99,-0.114,0.049,g
2459411.981,2021-07-16.4813434,bA,1.69,18.584,>18.584,99.99,0.056,0.027,g
2459412.979,2021-07-17.4794004,bA,1.63,18.661,>18.661,99.99,-0.031,0.025,g
2459414.965,2021-07-19.4658798,bA,2.24,18.314,>18.314,99.99,0.077,0.034,g
2459416.004,2021-07-20.5043406,bA,2.11,17.882,>17.882,99.99,0.074,0.051,g
2459419.988,2021-07-24.4882331,bA,2.4,16.836,>16.836,99.99,-0.131,0.134,g
2459422.037,2021-07-26.5364182,bA,1.99,17.507,>17.507,99.99,-0.171,0.072,g
2459427.047,2021-07-31.5460596,bA,1.98,18.077,>18.077,99.99,-0.061,0.043,g
2459427.799,2021-08-01.2983622,bq,1.54,18.424,>18.424,99.99,0.035,0.031,g
2459427.973,2021-08-01.4724009,bA,2.2,18.422,>18.422,99.99,0.061,0.031,g
2459428.948,2021-08-02.4476371,bA,2.07,18.776,>18.776,99.99,-0.066,0.022,g
2459430.09,2021-08-03.5897111,bA,1.68,18.731,>18.731,99.99,0.01,0.023,g
2459430.78,2021-08-04.2790550,bq,1.48,18.026,>18.026,99.99,-0.148,0.045,g
2459431.786,2021-08-05.2846966,bq,1.47,18.175,>18.175,99.99,-0.135,0.039,g
2459432.13,2021-08-05.6287784,bA,2.06,17.556,>17.556,99.99,-0.023,0.069,g
2459432.775,2021-08-06.2741694,bq,1.45,18.022,>18.022,99.99,0.108,0.045,g
2459432.951,2021-08-06.4497315,bA,1.99,18.431,>18.431,99.99,0.015,0.031,g
2459433.764,2021-08-07.2629246,bq,1.5,18.146,>18.146,99.99,0.12,0.04,g
2459433.989,2021-08-07.4878884,bA,1.7,18.884,>18.884,99.99,-0.002,0.02,g
2459434.779,2021-08-08.2776149,bq,1.45,17.974,>17.974,99.99,-0.057,0.047,g
2459434.904,2021-08-08.4033396,bA,1.71,19.257,>19.257,99.99,-0.012,0.014,g
2459435.77,2021-08-09.2691910,bq,1.42,18.37,>18.370,99.99,-0.039,0.033,g
2459435.925,2021-08-09.4238503,bA,1.72,18.647,>18.647,99.99,-0.022,0.025,g
2459436.758,2021-08-10.2568194,bq,1.45,17.909,>17.909,99.99,0.026,0.05,g
2459438.903,2021-08-12.4010710,bA,1.64,18.823,>18.823,99.99,0.016,0.021,g
2459440.897,2021-08-14.3958491,bA,1.97,18.622,>18.622,99.99,-0.032,0.026,g
2459442.889,2021-08-16.3867256,bA,1.66,18.202,>18.202,99.99,0.123,0.038,g
2459444.024,2021-08-17.5224370,bA,1.7,18.613,>18.613,99.99,-0.005,0.026,g
2459444.933,2021-08-18.4307623,bA,1.59,18.27,>18.270,99.99,-0.057,0.036,g
2459445.957,2021-08-19.4549013,bA,2.05,17.649,>17.649,99.99,0.129,0.063,g
2459446.879,2021-08-20.3769038,bA,2.04,17.227,>17.227,99.99,-0.326,0.093,g
2459447.895,2021-08-21.3923922,bA,2.01,17.229,>17.229,99.99,0.005,0.093,g
2459449.075,2021-08-22.5731743,bA,2.03,17.171,>17.171,99.99,-0.003,0.098,g
2459453.037,2021-08-26.5342212,bA,2,17.464,>17.464,99.99,0.069,0.075,g
2459454.71,2021-08-28.2072373,bq,1.5,17.769,>17.769,99.99,-0.014,0.057,g
2459454.898,2021-08-28.3949557,bA,2.03,17.812,>17.812,99.99,0.071,0.054,g
2459455.718,2021-08-29.2153960,bq,1.5,18.013,>18.013,99.99,-0.079,0.045,g
2459456.939,2021-08-30.4357013,bA,1.66,18.511,>18.511,99.99,0.015,0.029,g
2459458.081,2021-08-31.5781609,bA,2.02,18.3,>18.300,99.99,0.139,0.035,g
2459461.111,2021-09-03.6082236,bA,2.04,18.417,>18.417,99.99,-0.014,0.031,g
2459461.844,2021-09-04.3404483,bA,2.05,19.067,>19.067,99.99,-0.023,0.017,g
2459462.702,2021-09-05.1985807,bq,2.19,17.935,>17.935,99.99,0.043,0.049,g
2459462.934,2021-09-05.4309298,bA,1.98,18.593,>18.593,99.99,0.071,0.027,g
2459465.709,2021-09-08.2051785,bq,1.49,17.875,>17.875,99.99,0.164,0.051,g
2459466.674,2021-09-09.1702609,bq,1.45,18.205,>18.205,99.99,-0.126,0.038,g
2459466.852,2021-09-09.3481094,bA,1.64,18.691,>18.691,99.99,0.034,0.024,g
2459467.673,2021-09-10.1692361,bq,1.53,17.852,>17.852,99.99,-0.077,0.053,g
2459467.883,2021-09-10.3790156,bA,1.65,18.859,>18.859,99.99,-0.083,0.021,g
2459470.667,2021-09-13.1629230,bq,1.48,18.28,>18.280,99.99,-0.033,0.035,g
2459470.83,2021-09-13.3267078,bA,1.62,18.713,>18.713,99.99,-0.02,0.024,g
2459475.063,2021-09-17.5594240,bA,1.99,18.312,>18.312,99.99,-0.093,0.034,g
2459476.651,2021-09-19.1472564,bq,1.56,16.695,>16.695,99.99,-0.459,0.152,g
2459476.823,2021-09-19.3194618,bA,2.11,17.767,>17.767,99.99,-0.227,0.057,g
2459480.665,2021-09-23.1613221,bq,1.51,17.328,>17.328,99.99,0.015,0.085,g
2459481.902,2021-09-24.3973126,bA,2.11,17.2,>17.200,99.99,0.13,0.096,g
2459483.054,2021-09-25.5499472,bA,2.49,17.575,>17.575,99.99,-0.242,0.068,g
2459484.069,2021-09-26.5643348,bA,2,17.375,>17.375,99.99,-0.186,0.081,g
2459484.775,2021-09-27.2710408,bA,1.69,18.784,>18.784,99.99,-0.011,0.022,g
2459485.623,2021-09-28.1187241,bq,1.47,18.357,>18.357,99.99,0.118,0.033,g
2459486.622,2021-09-29.1179425,bq,1.48,18.125,>18.125,99.99,0.014,0.041,g
2459487.008,2021-09-29.5034037,bA,2.04,18.332,>18.332,99.99,-0.008,0.034,g
2459487.866,2021-09-30.3613748,bA,1.64,18.249,>18.249,99.99,0.046,0.036,g
2459488.638,2021-10-01.1332625,bq,1.63,18.02,>18.020,99.99,0.048,0.045,g
2459489.769,2021-10-02.2641160,bA,1.66,18.607,>18.607,99.99,0.028,0.026,g
2459490.679,2021-10-03.1748333,bq,1.47,18.347,>18.347,99.99,-0.049,0.033,g
2459490.872,2021-10-03.3670679,bA,1.98,19.086,>19.086,99.99,-0.015,0.017,g
2459491.787,2021-10-04.2822394,bA,1.67,19.332,>19.332,99.99,-0.015,0.013,g
2459492.606,2021-10-05.1014662,bq,1.49,17.923,>17.923,99.99,0.023,0.049,g
2459493.874,2021-10-06.3696637,bA,1.66,18.927,>18.927,99.99,0,0.02,g
2459494.633,2021-10-07.1283979,bq,1.49,18.558,>18.558,99.99,0.023,0.027,g
2459497.853,2021-10-10.3480910,bq,1.46,18.489,>18.489,99.99,-0.002,0.029,g
2459498.601,2021-10-11.0965443,bq,1.68,18.6,>18.600,99.99,0.049,0.026,g
2459498.821,2021-10-11.3167370,bA,1.63,19.16,>19.160,99.99,-0.003,0.016,g
2459500.975,2021-10-13.4697709,bA,2.01,18.873,>18.873,99.99,0.054,0.021,g
2459501.591,2021-10-14.0867101,bq,1.53,18.167,>18.167,99.99,0.032,0.039,g
2459504.733,2021-10-17.2285782,bA,2.01,18.177,>18.177,99.99,0.011,0.039,g
2459505.624,2021-10-18.1191975,bq,1.51,17.689,>17.689,99.99,0.167,0.061,g
2459505.783,2021-10-18.2779759,bA,2.21,17.445,>17.445,99.99,-0.116,0.076,g
2459506.741,2021-10-19.2361060,bq,1.52,17.006,>17.006,99.99,0.175,0.114,g
2459507.566,2021-10-20.061575,bq,2.03,17.016,>17.016,99.99,-0.344,0.113,g
2459509.586,2021-10-22.0809785,bq,1.65,16.937,>16.937,99.99,0.216,0.122,g
2459509.973,2021-10-22.4683167,bA,2.18,17.105,>17.105,99.99,-0.103,0.104,g
2459510.586,2021-10-23.0807201,bq,1.51,17.582,>17.582,99.99,0.041,0.067,g
2459511.581,2021-10-24.0760072,bq,1.45,18.076,>18.076,99.99,-0.068,0.043,g
