dateobs jd mag dmag telescope filter magtype
2021-08-23 2459450.37233 18.9611 0.0547 1m0-3 V 1
2021-08-23 2459450.37495 18.9944 0.0570 1m0-3 V 1
2021-08-23 2459450.37777 19.1662 0.0102 1m0-3 g 1
2021-08-23 2459450.38155 19.1322 0.0092 1m0-3 g 1
2021-08-23 2459450.38552 18.7998 0.0130 1m0-3 r 1
2021-08-23 2459450.38813 18.7685 0.0150 1m0-3 r 1
2021-08-23 2459450.39094 18.7820 0.0260 1m0-3 i 1
2021-08-23 2459450.39356 18.6913 0.0270 1m0-3 i 1
2021-08-24 2459451.41765 19.0732 0.0441 1m0-01 g 1
2021-08-24 2459451.42137 19.0216 0.0740 1m0-01 U 1
2021-08-24 2459451.42631 18.9984 0.0493 1m0-01 U 1
2021-08-24 2459451.43146 19.4077 0.0773 1m0-01 B 1
2021-08-24 2459451.43525 19.4468 0.0910 1m0-01 B 1
2021-08-24 2459451.43921 18.9101 0.0675 1m0-01 V 1
2021-08-24 2459451.44184 18.8513 0.0743 1m0-01 V 1
2021-08-24 2459451.44464 19.0383 0.0142 1m0-01 g 1
2021-08-24 2459451.44843 19.0684 0.0441 1m0-01 g 1
2021-08-24 2459451.45239 18.7012 0.0131 1m0-01 r 1
2021-08-24 2459451.45508 18.6904 0.0430 1m0-01 r 1
2021-08-24 2459451.46051 18.6608 0.0271 1m0-01 i 1
2021-08-26 2459453.38456 18.9505 0.0740 1m0-3 U 1
2021-08-26 2459453.38950 18.9001 0.0864 1m0-3 U 1
2021-08-26 2459453.39461 19.2063 0.0538 1m0-3 B 1
2021-08-26 2459453.39839 19.2052 0.0474 1m0-3 B 1
2021-08-26 2459453.40237 18.7536 0.0527 1m0-3 V 1
2021-08-26 2459453.40499 18.7533 0.0514 1m0-3 V 1
2021-08-26 2459453.40779 19.0110 0.0282 1m0-3 g 1
2021-08-26 2459453.41157 19.0172 0.0372 1m0-3 g 1
2021-08-26 2459453.41555 18.5111 0.0330 1m0-3 r 1
2021-08-26 2459453.41818 18.4821 0.0250 1m0-3 r 1
2021-08-26 2459453.42099 18.5617 0.0460 1m0-3 i 1
2021-08-26 2459453.42361 18.6002 0.0660 1m0-3 i 1
2021-08-28 2459454.63388 18.6910 0.0545 1m0-08 U 1
2021-08-28 2459454.63882 18.6168 0.0563 1m0-08 U 1
2021-08-28 2459454.64394 19.2860 0.0384 1m0-08 B 1
2021-08-28 2459454.64772 19.2563 0.0380 1m0-08 B 1
2021-08-28 2459454.65169 18.8830 0.0475 1m0-08 V 1
2021-08-28 2459454.65432 18.7937 0.0485 1m0-08 V 1
2021-08-28 2459454.65712 18.9423 0.0091 1m0-08 g 1
2021-08-28 2459454.66090 18.9393 0.0101 1m0-08 g 1
2021-08-28 2459454.66489 18.5476 0.0101 1m0-08 r 1
2021-08-28 2459454.66751 18.5550 0.0081 1m0-08 r 1
2021-08-28 2459454.67034 18.5394 0.0201 1m0-08 i 1
2021-08-28 2459454.67296 18.5502 0.0211 1m0-08 i 1
2021-09-06 2459463.58823 20.3104 0.4141 1m0-08 U 1
2021-09-06 2459463.59318 20.3918 0.3663 1m0-08 U 1
2021-09-06 2459463.59832 19.9811 0.0756 1m0-08 B 1
2021-09-06 2459463.60211 20.1243 0.0651 1m0-08 B 1
2021-09-06 2459463.60612 19.0866 0.0600 1m0-08 V 1
2021-09-06 2459463.60875 19.1052 0.0570 1m0-08 V 1
2021-09-06 2459463.61158 19.4596 0.0333 1m0-08 g 1
2021-09-06 2459463.61537 19.4030 0.0343 1m0-08 g 1
2021-09-06 2459463.62194 18.9162 0.0311 1m0-08 r 1
2021-09-06 2459463.62475 18.8963 0.0920 1m0-08 i 1
2021-09-06 2459463.62737 18.8318 0.1040 1m0-08 i 1
2021-09-07 2459465.35451 20.0025 0.1631 1m0-01 U 1
2021-09-07 2459465.35947 20.0048 0.1849 1m0-01 U 1
2021-09-07 2459465.36463 20.4075 0.1433 1m0-01 B 1
2021-09-07 2459465.36841 20.4363 0.1903 1m0-01 B 1
2021-09-07 2459465.37500 19.3581 0.0668 1m0-01 V 1
2021-09-07 2459465.37780 19.8301 0.0192 1m0-01 g 1
2021-09-07 2459465.38161 19.9493 0.0192 1m0-01 g 1
2021-09-07 2459465.38559 19.0433 0.0140 1m0-01 r 1
2021-09-07 2459465.38821 18.9315 0.0550 1m0-01 r 1
2021-09-07 2459465.39102 18.9261 0.0241 1m0-01 i 1
2021-09-07 2459465.39366 18.8958 0.0260 1m0-01 i 1
2021-09-09 2459466.64545 20.5468 0.2298 1m0-06 U 1
2021-09-09 2459466.65551 20.4925 0.0694 1m0-06 B 1
2021-09-09 2459466.65929 20.5548 0.0800 1m0-06 B 1
2021-09-09 2459466.66326 19.4391 0.0510 1m0-06 V 1
2021-09-09 2459466.66588 19.3887 0.0505 1m0-06 V 1
2021-09-09 2459466.66869 19.7917 0.0887 1m0-06 g 1
2021-09-09 2459466.67247 20.0317 0.4751 1m0-06 g 1
2021-09-09 2459466.67643 18.9362 0.0640 1m0-06 r 1
2021-09-09 2459466.67905 18.9820 0.0470 1m0-06 r 1
2021-09-09 2459466.68186 18.9710 0.0321 1m0-06 i 1
2021-09-09 2459466.68449 18.9404 0.0301 1m0-06 i 1
2021-09-13 2459470.59197 20.9352 0.1628 1m0-06 B 1
2021-09-13 2459470.59575 20.9433 0.0947 1m0-06 B 1
2021-09-13 2459470.59972 19.8447 0.1031 1m0-06 V 1
2021-09-13 2459470.60235 19.7509 0.0848 1m0-06 V 1
2021-09-13 2459470.60516 20.5595 0.0351 1m0-06 g 1
2021-09-13 2459470.60894 20.4168 0.0252 1m0-06 g 1
2021-09-13 2459470.61291 19.3601 0.0280 1m0-06 r 1
2021-09-13 2459470.61554 19.3436 0.0180 1m0-06 r 1
2021-09-13 2459470.61834 19.2777 0.0370 1m0-06 i 1
2021-09-13 2459470.62096 19.1910 0.0340 1m0-06 i 1
2021-09-14 2459472.35613 21.0293 0.3920 1m0-13 U 1
2021-09-14 2459472.36107 20.9352 0.2357 1m0-13 U 1
2021-09-14 2459472.36622 21.1124 0.1135 1m0-13 B 1
2021-09-14 2459472.37001 21.2303 0.1183 1m0-13 B 1
2021-09-14 2459472.37400 20.0044 0.0564 1m0-13 V 1
2021-09-14 2459472.37662 20.1804 0.0626 1m0-13 V 1
2021-09-14 2459472.37946 20.6914 0.0331 1m0-13 g 1
2021-09-14 2459472.38325 20.6050 0.0252 1m0-13 g 1
2021-09-14 2459472.38722 19.3849 0.0220 1m0-13 r 1
2021-09-14 2459472.38984 19.3949 0.0180 1m0-13 r 1
2021-09-14 2459472.39264 19.3185 0.0400 1m0-13 i 1
2021-09-14 2459472.39526 19.3052 0.0410 1m0-13 i 1
2021-09-19 2459476.62569 20.8124 0.1395 1m0-06 B 1
2021-09-19 2459476.62948 22.1229 0.4783 1m0-06 B 1
2021-09-19 2459476.63348 20.6843 0.1222 1m0-06 V 1
2021-09-19 2459476.63610 20.4037 0.1352 1m0-06 V 1
2021-09-19 2459476.63892 20.8452 0.0573 1m0-06 g 1
2021-09-19 2459476.64270 21.0448 0.0623 1m0-06 g 1
2021-09-19 2459476.64669 19.6187 0.0310 1m0-06 r 1
2021-09-19 2459476.64932 19.7291 0.1240 1m0-06 r 1
2021-09-19 2459476.65215 19.4131 0.0640 1m0-06 i 1
2021-09-19 2459476.65477 19.3371 0.0501 1m0-06 i 1
2021-10-03 2459491.33321 22.6467 0.4225 1m0-01 B 1
2021-10-03 2459491.33815 21.9330 0.2070 1m0-01 B 1
2021-10-03 2459491.34329 20.7496 0.1532 1m0-01 V 1
2021-10-03 2459491.34707 20.6110 0.1324 1m0-01 V 1
2021-10-03 2459491.35105 21.4172 0.1236 1m0-01 g 1
2021-10-03 2459491.35599 21.1880 0.1316 1m0-01 g 1
2021-10-03 2459491.36111 19.9803 0.0741 1m0-01 r 1
2021-10-03 2459491.36489 19.9431 0.0731 1m0-01 r 1
2021-10-03 2459491.36887 19.9947 0.1361 1m0-01 i 1
2021-10-03 2459491.37266 20.1189 0.1581 1m0-01 i 1
2021-10-10 2459497.55808 22.8724 0.2624 1m0-08 B 1
2021-10-10 2459497.56816 21.0215 0.1130 1m0-08 V 1
2021-10-10 2459497.57196 20.9824 0.1772 1m0-08 V 1
2021-10-10 2459497.57592 21.3728 0.0924 1m0-08 g 1
2021-10-10 2459497.58085 21.5343 0.0884 1m0-08 g 1
2021-10-10 2459497.58599 20.1211 0.0441 1m0-08 r 1
2021-10-10 2459497.58977 20.0568 0.0431 1m0-08 r 1
2021-10-10 2459497.59373 19.9755 0.2210 1m0-08 i 1
2021-10-10 2459497.59752 19.9534 0.0831 1m0-08 i 1
