dateobs jd mag dmag telescope filter magtype
2020-03-10 2458918.86901 18.0412 0.1271 1m0-08 i 1
2020-03-18 2458926.95446 20.2596 0.1683 1m0-06 U 1
2020-03-18 2458926.95939 20.1395 0.1665 1m0-06 U 1
2020-03-18 2458926.96453 19.6866 0.0496 1m0-06 B 1
2020-03-18 2458926.96831 19.7244 0.0691 1m0-06 B 1
2020-03-18 2458926.97225 18.4319 0.0581 1m0-06 V 1
2020-03-18 2458926.97487 18.3770 0.0495 1m0-06 V 1
2020-03-18 2458926.97768 19.0350 0.0273 1m0-06 g 1
2020-03-18 2458926.98145 19.0935 0.0273 1m0-06 g 1
2020-03-18 2458926.98540 18.3319 0.0251 1m0-06 r 1
2020-03-18 2458926.98802 18.3379 0.0301 1m0-06 r 1
2020-03-18 2458926.99081 18.1629 0.0321 1m0-06 i 1
2020-03-18 2458926.99342 18.0984 0.0261 1m0-06 i 1
2020-03-30 2458939.05466 20.1196 0.0811 2m0-01 B 1
2020-03-30 2458939.05641 19.1020 0.0630 2m0-01 V 1
2020-03-30 2458939.05753 19.3978 0.0241 2m0-01 g 1
2020-03-30 2458939.05927 18.6156 0.0080 2m0-01 r 1
2020-03-30 2458939.06032 18.3910 0.0100 2m0-01 i 1
2020-04-03 2458943.08222 18.6900 0.0090 2m0-01 r 1
2020-04-03 2458943.08328 18.4584 0.0120 2m0-01 i 1
2020-04-10 2458949.91452 20.1771 0.0897 2m0-01 B 1
2020-04-10 2458949.91626 19.1543 0.0717 2m0-01 V 1
2020-04-10 2458949.91737 19.6538 0.0463 2m0-01 g 1
2020-04-10 2458949.91912 18.8474 0.0200 2m0-01 r 1
2020-04-10 2458949.92018 18.6548 0.0180 2m0-01 i 1
2020-04-16 2458955.91725 20.2696 0.0962 2m0-01 B 1
2020-04-16 2458955.91900 19.4072 0.0658 2m0-01 V 1
2020-04-16 2458955.92011 19.6848 0.0336 2m0-01 g 1
2020-04-16 2458955.92186 19.0268 0.0100 2m0-01 r 1
2020-04-16 2458955.92292 18.8159 0.0170 2m0-01 i 1
2020-04-17 2458956.99420 20.4265 0.1055 2m0-01 B 1
2020-04-17 2458956.99687 19.3887 0.0648 2m0-01 V 1
2020-04-17 2458956.99868 19.7700 0.0512 2m0-01 g 1
2020-04-17 2458957.00134 19.1409 0.0100 2m0-01 r 1
2020-04-17 2458957.00310 18.8245 0.0180 2m0-01 i 1
2020-04-23 2458962.91422 19.3988 0.0676 2m0-01 V 1
2020-04-23 2458962.91604 19.7027 0.0404 2m0-01 g 1
2020-04-23 2458962.91872 19.1339 0.0100 2m0-01 r 1
2020-04-23 2458962.92047 18.7906 0.0120 2m0-01 i 1
2020-04-28 2458967.77392 20.1381 0.0919 1m0-08 B 1
2020-04-28 2458967.78298 19.6541 0.0547 1m0-08 g 1
2020-04-28 2458967.78809 19.1479 0.0441 1m0-08 r 1
2020-04-28 2458967.79204 18.8433 0.0751 1m0-08 i 1
2020-05-04 2458973.88470 20.2612 0.1695 1m0-08 B 1
2020-05-04 2458973.88980 19.4795 0.0933 1m0-08 V 1
2020-05-04 2458973.89376 19.8904 0.0911 1m0-08 g 1
2020-05-04 2458973.89885 19.2306 0.0751 1m0-08 r 1
2020-05-04 2458973.90279 19.0741 0.0761 1m0-08 i 1
2020-05-10 2458979.89082 19.7086 0.1827 1m0-08 V 1
2020-05-10 2458979.89475 19.8210 0.1175 1m0-08 g 1
2020-05-10 2458979.90381 19.2383 0.1143 1m0-08 i 1
2020-05-18 2458987.65639 20.3814 0.0613 1m0-08 B 1
2020-05-18 2458987.66149 19.4823 0.0457 1m0-08 V 1
2020-05-18 2458987.66543 19.6794 0.0276 1m0-08 g 1
2020-05-18 2458987.67053 19.3510 0.0381 1m0-08 r 1
2020-05-18 2458987.67449 19.0932 0.0351 1m0-08 i 1
2020-06-13 2459013.66070 20.6010 0.0919 1m0-08 B 1
2020-06-13 2459013.66580 19.7265 0.0543 1m0-08 V 1
2020-06-13 2459013.66976 19.9039 0.0778 1m0-08 g 1
2020-06-13 2459013.67485 19.7081 0.0521 1m0-08 r 1
2020-06-13 2459013.67883 19.5447 0.0511 1m0-08 i 1
2020-07-11 2459041.63503 20.5316 0.0712 1m0-08 g 1
2020-07-11 2459041.64014 20.3201 0.0821 1m0-08 r 1
2020-07-11 2459041.64409 20.0549 0.0911 1m0-08 i 1
2020-07-11 2459041.74693 20.9162 0.1286 1m0-08 B 1
2020-07-11 2459041.75203 20.2739 0.1032 1m0-08 V 1
