         MJD         m       dm  uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
59015.323796 19.816329      NaN   16     9 c    0   1.21 196.6049 53.47931  6355.28  5108.31 2.59 2.32  35.3 -0.398    19.78 21.80 02a59015o0178c   0x0000  22.485574
59020.297967 17.574501      NaN -250   113 c    0   2.66 196.6049 53.47931  5089.29  9544.81 2.56 2.53 -89.9 -0.384    17.60 19.15 02a59020o0061c   0x0000 114.863402
59020.301746 18.836735      NaN   28    26 c    0   0.85 196.6049 53.47931  5070.18  9505.74 2.64 2.58  73.6 -0.389    18.96 20.66 02a59020o0069c   0x0000  33.175308
59020.309086 18.376212      NaN   33    43 c    0   0.79 196.6049 53.47931  5124.17  9582.65 2.54 2.50  64.9 -0.388    18.37 20.05 02a59020o0085c  0x80000  47.682293
59020.321991 19.569016      NaN    3    17 c    0   7.38 196.6049 53.47931  5142.85  9463.27 2.48 2.43  72.3 -0.399    19.18 20.96 02a59020o0113c   0x0001  26.713312
59040.259183 19.302877      NaN   21    16 c    0   1.38 196.6049 53.47931  5062.41  1402.59 2.60 2.52 -77.9 -0.398    19.17 20.60 02a59040o0035c   0x0000  26.088331
59040.262401 20.009244      NaN   -5    12 c    0   1.00 196.6049 53.47931  5042.32  1362.62 2.59 2.46  64.8 -0.397    19.41 21.06 02a59040o0042c   0x0000  23.845357
59040.267917 20.071303      NaN    1    11 c    0   1.00 196.6049 53.47931  5103.68  1439.47 2.63 2.56  77.3 -0.389    19.54 21.45 02a59040o0054c   0x0000  23.358104
59040.280116 19.868040      NaN    8    11 c    0   1.80 196.6049 53.47931  5122.16  1320.18 2.83 2.72  63.9 -0.383    19.50 21.52 02a59040o0080c   0x0000  23.358104
59044.301450 19.894850      NaN    7    11 c    0   1.09 196.6049 53.47931  7090.17  1319.55 2.43 2.32 -74.0 -0.400    19.61 21.56 02a59044o0124c   0x0000  23.358104
59044.305584 19.631075      NaN   15    12 c    0   0.84 196.6049 53.47931  7072.53  1283.28 2.52 2.34 -60.2 -0.403    19.62 21.65 02a59044o0133c   0x0000  23.845357
59044.311103 19.719755 0.277209   47    12 c    0   2.37 196.6049 53.47931  7134.80  1361.69 2.47 2.27 -59.2 -0.407    19.64 21.63 02a59044o0145c   0x0000  23.845357
59044.321746 20.009244 0.361912   36    12 c    0   3.25 196.6049 53.47931  7154.80  1239.98 2.62 2.50 -63.7 -0.402    19.60 21.66 02a59044o0168c 0x400800  23.845357
59048.283688 19.841877 0.310210   42    12 c    0   1.19 196.6049 53.47931  7100.93  1323.41 2.44 2.35  70.7 -0.395    19.62 21.44 02a59048o0090c   0x2000  23.845357
59048.287832 19.766969 0.289530   45    12 c    0   1.69 196.6049 53.47931  7079.22  1283.86 2.43 2.30  84.2 -0.397    19.56 21.35 02a59048o0099c 0x402800  23.845357
59048.294746 19.950541 0.342864   38    12 c    0   1.31 196.6049 53.47931  7137.02  1359.59 2.52 2.34  60.0 -0.390    19.49 21.35 02a59048o0114c   0x2000  23.845357
59048.305326 18.125925 0.058545  204    11 c    0  19.98 196.6049 53.47931  7162.77  1241.70 2.44 2.30  60.7 -0.397    19.64 21.53 02a59048o0137c   0x2001  23.358104
59206.482272 19.652575      NaN    8    14 c    0   2.25 196.6049 53.47931  1007.13  1652.69 3.27 3.03  55.1 -0.403    19.17 21.11 01a59206o0606c  0x80000  24.911865
59206.494824 19.841877      NaN   -3    14 c    0   2.47 196.6049 53.47931   983.44  1613.32 3.10 2.96  78.2 -0.394    19.36 21.46 01a59206o0633c   0x0000  24.911865
59206.502718 19.491430      NaN   16    14 c    0   1.51 196.6049 53.47931  1042.81  1689.59 2.96 2.88  50.6 -0.392    19.42 21.53 01a59206o0650c   0x0000  24.911865
59206.508273 19.841877      NaN    6    12 c    0   2.02 196.6049 53.47931  1061.65  1572.04 3.00 2.87  71.0 -0.391    19.45 21.61 01a59206o0662c   0x0000  23.845357
59208.641254 19.491430      NaN   25    11 c    0   0.94 196.6049 53.47931  1801.49  3285.57 2.51 2.40  59.9 -0.410    19.71 21.67 02a59208o0965c 0x400800  23.358104
59208.646771 19.979496      NaN    1    12 c    0   1.94 196.6049 53.47931  1823.17  3325.73 2.48 2.39  80.9 -0.411    19.71 21.68 02a59208o0977c   0x0000  23.845357
59208.665182 19.766969      NaN   -7    15 c    0   0.96 196.6049 53.47931  1765.06  3248.14 2.48 2.38  64.5 -0.409    19.41 20.82 02a59208o1017c   0x0000  25.487272
59208.671607 19.014394      NaN  -76    30 c    0   0.70 196.6049 53.47931  1748.82  3361.95 2.52 2.41  59.7 -0.407    18.41 19.32 02a59208o1031c   0x0000  36.395069
59226.597007 20.207197 0.361912   30    10 c    0   1.21 196.6049 53.47931  1230.60  7206.93 2.66 2.45 -68.8 -0.382    19.83 22.24 01a59226o0830c   0x0000  22.904171
59226.598870 19.950541      NaN   11     9 c    0   2.39 196.6049 53.47931  1212.80  7167.35 3.30 3.10 -60.5 -0.348    19.56 22.24 01a59226o0834c  0x80000  22.485574
59226.601638 19.674510      NaN   22     9 c    0   4.43 196.6049 53.47931  1270.51  7242.59 3.16 2.94 -72.2 -0.362    19.60 22.24 01a59226o0840c 0x400800  22.485574
59226.614488 19.652575      NaN   20    10 c    0   2.06 196.6049 53.47931  1290.41  7127.23 3.29 3.04 -57.8 -0.350    19.62 22.26 01a59226o0867c   0x0000  22.904171
59228.628812 19.979496      NaN    1    12 c    0   0.99 196.6049 53.47931   928.31  7127.33 2.42 2.38  71.7 -0.428    19.76 21.89 02a59228o0863c   0x2000  23.845357
59228.632018 20.207197      NaN  -21    10 c    0   1.32 196.6049 53.47931   947.86  7167.39 2.42 2.38  61.5 -0.421    19.75 21.89 02a59228o0870c 0x402800  22.904171
59228.634778 20.103715      NaN  -10    11 c    0   1.15 196.6049 53.47931   888.99  7085.82 2.42 2.39  63.8 -0.431    19.71 21.88 02a59228o0876c   0x2000  23.358104
59228.652571 19.979496      NaN    1    12 c    0   0.85 196.6049 53.47931   872.53  7205.61 2.43 2.39  54.0 -0.424    19.78 21.89 02a59228o0914c 0x402800  23.845357
59230.554746 19.922338      NaN    9    10 c    0   4.60 196.6049 53.47931  1232.00  7201.27 2.81 2.42 -81.6 -0.407    19.80 22.09 01a59230o0767c   0x0000  22.904171
59230.557969 20.009244      NaN    6    10 c    0   1.85 196.6049 53.47931  1213.49  7161.66 2.94 2.64 -81.5 -0.392    19.72 22.11 01a59230o0774c   0x0000  22.904171
59230.560730 20.103715      NaN   -4    11 c    0   7.08 196.6049 53.47931  1269.21  7239.50 2.76 2.43 -82.6 -0.403    19.82 22.14 01a59230o0780c 0x400801  23.358104
59230.565903 19.816329      NaN   10    11 c    0   0.92 196.6049 53.47931  1290.08  7120.05 2.70 2.37 -77.9 -0.402    19.83 22.17 01a59230o0791c   0x0000  23.358104
59254.566313 20.207197      NaN  -16    10 c    0   1.23 196.6049 53.47931  8827.12  9899.35 3.04 2.74 -83.7 -0.330    19.71 22.21 01a59254o0775c   0x0000  22.904171
59254.568153 19.589310      NaN   20    11 c    0   0.99 196.6049 53.47931  8812.31  9855.19 2.76 2.54 -89.0 -0.350    19.78 22.21 01a59254o0779c   0x0000  23.358104
59254.570927 19.652575      NaN   20    10 c    0   2.18 196.6049 53.47931  8868.65  9936.54 2.71 2.57  73.6 -0.347    19.81 22.21 01a59254o0785c   0x0000  22.904171
59254.576458 19.743105      NaN   16    10 c    0   1.73 196.6049 53.47931  8885.06  9819.41 2.76 2.52  77.8 -0.351    19.79 22.22 01a59254o0797c   0x0000  22.904171
59256.470368 17.079116 0.016235  535     8 c    0 161.29 196.6049 53.47931  8136.57  5147.65 2.96 2.48  35.6 -0.368    19.75 21.95 02a59256o0568c 0xc00801  22.104321
59256.474528 19.609992      NaN   25     9 c    0   2.43 196.6049 53.47931  8166.13  5183.92 2.75 2.60  43.1 -0.386    19.71 21.95 02a59256o0577c 0xc00800  22.485574
59256.482904 16.952814 0.016259  601     9 c    0 191.86 196.6049 53.47931  8107.66  5109.51 2.72 2.53  42.4 -0.386    19.74 21.95 02a59256o0595c 0xc00801  22.485574
59256.493851 19.529530 0.193881   56    10 c    0   3.47 196.6049 53.47931  8090.53  5227.52 2.69 2.53  46.3 -0.385    19.74 21.97 02a59256o0618c 0xc00800  22.904171
59258.532810 20.321591      NaN    0     9 c    0   0.94 196.6049 53.47931  4367.58  5269.61 2.48 2.42 -68.9 -0.360    19.76 21.99 01a59258o0707c   0x0000  22.485574
59258.535580 20.009244      NaN   12     8 c    0   1.48 196.6049 53.47931  4348.55  5231.72 2.42 2.35 -59.7 -0.364    19.78 22.00 01a59258o0713c   0x0000  22.104321
59258.538345 19.816329      NaN   16     9 c    0   1.00 196.6049 53.47931  4406.73  5307.77 2.46 2.39 -71.2 -0.358    19.79 22.02 01a59258o0719c   0x0000  22.485574
59258.545793 20.207197      NaN  -10    10 c    0   0.76 196.6049 53.47931  4426.63  5189.41 2.43 2.34 -86.3 -0.368    19.79 22.02 01a59258o0734c   0x0000  22.904171
59262.475557 20.207197 0.325721   30     9 c    0   2.95 196.6049 53.47931  4374.00  5260.86 2.29 2.28  20.8 -0.352    19.76 21.82 01a59262o0566c   0x0000  22.485574
59262.477400 19.674510      NaN   22     9 c    0   1.85 196.6049 53.47931  4352.86  5225.20 2.26 2.17 -77.9 -0.375    19.79 21.81 01a59262o0570c   0x0000  22.485574
59262.480163 19.816329      NaN   16     9 c    0   1.30 196.6049 53.47931  4411.01  5301.60 2.30 2.23 -68.8 -0.370    19.78 21.81 01a59262o0576c   0x0000  22.485574
59262.486150 19.894850      NaN   10    10 c    0   0.79 196.6049 53.47931  4430.18  5187.49 2.41 2.34 -68.5 -0.364    19.75 21.81 01a59262o0589c   0x0000  22.904171
59266.638946 19.743105      NaN    4    14 c    0   0.69 196.6049 53.47931  1465.00  9349.80 2.38 2.16 -57.4 -0.384    19.82 22.07 01a59266o0378c   0x0000  24.911865
59266.643589 19.816329      NaN   10    11 c    0   0.68 196.6049 53.47931  1486.72  9388.49 2.35 2.14 -57.1 -0.381    19.83 22.07 01a59266o0388c   0x0000  23.358104
59266.646860 19.719755      NaN   17    10 c    0   1.11 196.6049 53.47931  1424.60  9308.84 2.37 2.15 -60.0 -0.380    19.81 22.04 01a59266o0395c 0x400800  22.904171
59266.651937 20.207197      NaN   -7    10 c    0   0.90 196.6049 53.47931  1405.38  9425.44 2.44 2.22 -58.1 -0.383    19.78 21.97 01a59266o0406c   0x0000  22.904171
59288.453537 19.529530      NaN   26    10 c    0   1.78 196.6049 53.47931  7468.14  3525.26 2.58 2.39  55.4 -0.384    19.75 21.95 02a59288o0512c 0xc00800  22.904171
59288.475033 19.719755      NaN   11    12 c    0   3.79 196.6049 53.47931  7492.89  3565.74 2.63 2.39  47.4 -0.386    19.77 21.90 02a59288o0558c 0xc00800  23.845357
59288.478253 19.696897      NaN   18    10 c    0   1.09 196.6049 53.47931  7437.63  3491.98 2.55 2.38  47.4 -0.383    19.74 21.89 02a59288o0565c 0xc00800  22.904171
59288.483757 19.631075      NaN   18    11 c    0   2.92 196.6049 53.47931  7418.75  3608.69 2.56 2.35  45.0 -0.385    19.78 21.88 02a59288o0577c 0xc00800  23.358104
59292.439746 19.979496      NaN    1    12 c    0   0.78 196.6049 53.47931  4910.58  7032.50 2.70 2.39  51.3 -0.392    19.74 21.81 02a59292o0467c   0x2000  23.845357
59292.442949 19.631075      NaN   18    11 c    0   0.74 196.6049 53.47931  4933.75  7070.28 2.68 2.37  47.8 -0.390    19.75 21.81 02a59292o0474c 0x402800  23.358104
59292.447088 19.419021      NaN   29    11 c    0   3.59 196.6049 53.47931  4872.06  6993.62 2.70 2.37  46.2 -0.390    19.73 21.83 02a59292o0483c 0x402800  23.358104
59292.452119 18.867907 0.126494  103    12 c    0   5.21 196.6049 53.47931  4854.96  7109.79 2.93 2.39  45.2 -0.381    19.69 21.82 02a59292o0494c 0x402801  23.845357
59310.411078 19.950541      NaN    8    10 c    0   1.66 196.6049 53.47931  6295.77  5174.31 2.51 2.35 -80.1 -0.389    19.94 21.93 01a59310o0343c   0x0000  22.904171
59310.412922 20.594452      NaN   -6     7 c    0  20.02 196.6049 53.47931  6276.25  5135.08 2.47 2.29 -77.3 -0.388    19.96 21.93 01a59310o0347c 0x400801  21.762376
59310.417066 20.009244      NaN   12     8 c    0   1.90 196.6049 53.47931  6333.36  5213.68 2.46 2.29 -76.0 -0.389    19.96 21.94 01a59310o0356c   0x0000  22.104321
59310.422129 19.816329      NaN   16     9 c    0   1.10 196.6049 53.47931  6354.04  5095.58 2.46 2.36 -85.5 -0.377    19.97 21.94 01a59310o0367c   0x0000  22.485574
59314.391402 20.009244      NaN   -2    12 c    0   1.05 196.6049 53.47931  5111.54  9534.85 2.27 2.13 -59.2 -0.389    19.71 21.50 01a59314o0371c 0x400800  23.845357
59314.395278 20.207197      NaN  -16    10 c    0   1.72 196.6049 53.47931  5090.28  9499.22 2.27 2.10 -64.8 -0.396    19.95 21.75 01a59314o0378c   0x0000  22.904171
59314.398963 20.103715      NaN    3    10 c    0   1.35 196.6049 53.47931  5148.93  9574.41 2.21 2.06 -64.4 -0.395    20.02 21.79 01a59314o0386c   0x0000  22.904171
59314.404218 19.183773      NaN   32    15 c    0   1.05 196.6049 53.47931  5169.76  9454.94 2.33 2.17 -68.2 -0.392    19.47 21.21 01a59314o0396c   0x0000  25.487272
59318.386134 17.219755 0.018481  470     8 c    0 166.47 196.6049 53.47931  5116.97  9531.81 2.57 2.53 -62.3 -0.360    19.76 21.60 01a59318o0355c   0x2001  22.104321
59318.408134 19.631075      NaN   24     9 c    0   1.01 196.6049 53.47931  5099.09  9496.59 2.53 2.35 -72.9 -0.383    19.79 21.54 01a59318o0401c   0x2000  22.485574
59318.411821 20.207197      NaN  -10    10 c    0   4.63 196.6049 53.47931  5155.31  9573.26 2.63 2.51 -88.6 -0.371    19.74 21.52 01a59318o0409c 0x402800  22.904171
59318.424396 19.510313      NaN   24    11 c    0   1.58 196.6049 53.47931  5325.51  1120.60 2.57 2.50  82.2 -0.391    19.79 21.49 01a59318o0436c   0x2000  23.358104
59344.412606 20.009244      NaN    3    11 c    0   1.88 196.6049 53.47931  7654.92  3482.21 2.54 2.32  35.0 -0.387    19.72 21.66 02a59344o0370c   0x0000  23.358104
59344.415850 19.384550      NaN   25    13 c    0   0.60 196.6049 53.47931  7637.18  3441.48 2.39 2.32  29.6 -0.392    19.70 21.66 02a59344o0377c   0x0000  24.363929
59344.423176 19.950541      NaN    8    10 c    0   0.94 196.6049 53.47931  7697.56  3520.50 2.36 2.32  77.0 -0.390    19.73 21.64 02a59344o0393c   0x0000  22.904171
59344.457723 20.137125      NaN    2    10 c    0   1.24 196.6049 53.47931  7722.41  3404.63 2.50 2.42  47.6 -0.390    19.69 21.56 02a59344o0465c   0x0000  22.904171
59370.323644 19.841877      NaN   12    10 c    0   0.88 196.6049 53.47931  3547.35  1128.51 2.23 2.14  19.1 -0.405    20.03 21.99 01a59370o0190c   0x2000  22.904171
59370.327338 19.979496      NaN    7    10 c    0   1.01 196.6049 53.47931  3567.77  1167.49 2.33 2.18  14.2 -0.391    20.00 21.99 01a59370o0198c 0x402800  22.904171
59370.332869 19.841877      NaN   12    10 c    0   0.98 196.6049 53.47931  3513.09  1088.62 2.32 2.16   6.7 -0.393    20.00 21.98 01a59370o0210c 0x402800  22.904171
59370.345775 19.271854 0.137629   71     9 c    0   5.30 196.6049 53.47931  3495.85  1203.32 2.25 2.16  22.8 -0.405    19.99 22.04 01a59370o0238c 0x402801  22.485574
59374.308574 19.674510 0.221579   49    10 c    0   1.69 196.6049 53.47931  3545.06  1126.27 2.29 2.20  46.2 -0.403    19.95 21.87 01a59374o0155c 0x402800  22.904171
59374.312346 19.766969      NaN    9    12 c    0   0.64 196.6049 53.47931  3565.11  1165.10 2.24 2.15  28.9 -0.402    20.00 21.84 01a59374o0163c   0x2000  23.845357
59374.317879 16.995180 0.018784  578    10 c    0 188.74 196.6049 53.47931  3509.84  1086.16 2.34 2.24  39.4 -0.397    19.94 21.84 01a59374o0175c 0x402801  22.904171
59374.328933 16.884550 0.013572  640     8 c    0 334.09 196.6049 53.47931  3495.15  1202.26 2.29 2.18  41.0 -0.403    19.96 21.89 01a59374o0199c 0x402801  22.104321
59378.296805 16.851140 0.013160  660     8 c    0 347.55 196.6049 53.47931  7401.78  3497.99 2.27 2.23 -60.0 -0.397    19.96 21.63 01a59378o0128c 0x800001  22.104321
59378.300028 19.922338      NaN    6    11 c    0   1.65 196.6049 53.47931  7421.85  3536.13 2.35 2.29 -55.0 -0.394    19.90 21.63 01a59378o0135c 0xc00800  23.358104
59378.307411 19.674510      NaN   13    12 c    0   0.77 196.6049 53.47931  7366.99  3460.06 2.30 2.19 -83.7 -0.399    19.93 21.61 01a59378o0151c 0xc00800  23.845357
59378.318465 20.103715      NaN    0    11 c    0   2.06 196.6049 53.47931  7350.53  3576.66 2.28 2.22 -64.1 -0.391    19.96 21.61 01a59378o0175c 0xc00800  23.358104
59404.267188 19.334813      NaN   28    13 c    0   2.15 196.6049 53.47931  8761.57  7296.44 2.76 2.31 -62.5 -0.413    19.63 21.34 02a59404o0051c   0x2000  24.363929
59404.270856 19.491430      NaN   16    14 c    0   2.25 196.6049 53.47931  8741.87  7254.89 2.64 2.33 -63.9 -0.415    19.69 21.42 02a59404o0059c 0x402800  24.911865
59404.276374 19.631075      NaN   18    11 c    0   2.06 196.6049 53.47931  8799.18  7334.83 2.68 2.34 -62.9 -0.414    19.70 21.46 02a59404o0071c 0x402800  23.358104
59404.286464 19.696897      NaN   15    11 c    0   1.71 196.6049 53.47931  8814.02  7214.79 2.62 2.38 -63.6 -0.408    19.70 21.47 02a59404o0093c 0x402800  23.358104
59408.255163 18.816441      NaN   36    24 c    0   1.16 196.6049 53.47931  8761.40  7296.67 2.56 2.49  64.7 -0.402    19.00 20.10 02a59408o0026c   0x0000  31.632278
59408.258874 19.089302      NaN   36    16 c    0   1.03 196.6049 53.47931  8741.53  7255.52 2.56 2.38  45.1 -0.406    19.43 20.68 02a59408o0034c   0x0000  26.088331
59408.266258 19.549093      NaN   19    12 c    0   1.76 196.6049 53.47931  8799.45  7333.98 2.66 2.36 -64.7 -0.409    19.61 21.22 02a59408o0050c   0x0000  23.845357
59408.278683 19.491430      NaN   19    13 c    0   2.40 196.6049 53.47931  8820.14  7216.34 2.71 2.49 -65.3 -0.402    19.62 21.34 02a59408o0077c   0x0000  24.363929
59434.256616 19.529530      NaN   20    12 c    0   0.67 196.6049 53.47931  2920.00  7113.64 2.34 2.16 -80.0 -0.389    19.69 21.40 01a59434o0055c   0x0000  23.845357
59434.259840 19.979496 0.352131   37    12 c    0   1.10 196.6049 53.47931  2938.60  7153.03 2.31 2.14 -80.4 -0.385    19.74 21.48 01a59434o0062c 0x400800  23.845357
59434.266760 19.743105      NaN   10    12 c    0   0.65 196.6049 53.47931  2879.00  7073.55 2.27 2.06 -80.3 -0.399    19.77 21.52 01a59434o0077c   0x0000  23.845357
59434.277390 20.009244      NaN   -1    12 c    0   0.95 196.6049 53.47931  2857.16  7190.14 2.30 2.06 -81.1 -0.401    19.75 21.53 01a59434o0100c   0x0000  23.845357
59588.620641 20.009244      NaN   -7    12 c    0   1.10 196.6049 53.47931  7557.38  9054.95 2.89 2.55  43.5 -0.400    19.59 21.83 02a59588o0934c 0x402800  23.845357
59588.623855 20.009244 0.361912   36    12 c    0   3.38 196.6049 53.47931  7578.63  9094.53 2.77 2.57  45.3 -0.404    19.65 21.83 02a59588o0941c   0x2000  23.845357
59588.629426 19.868040      NaN    2    13 c    0   1.34 196.6049 53.47931  7520.66  9014.86 2.78 2.56  44.0 -0.408    19.63 21.84 02a59588o0953c 0x402800  24.363929
59588.640056 19.841877      NaN  -19    14 c    0   1.02 196.6049 53.47931  7501.50  9133.05 2.78 2.54  43.9 -0.406    19.60 21.82 02a59588o0975c 0x402800  24.911865
59615.507567 19.841877      NaN  -24    14 c    0   0.84 196.6049 53.47931  4261.86  5393.06 2.81 2.34  42.7 -0.388    19.52 21.37 02a59615o0665c   0x0000  24.911865
59615.510781 20.103715      NaN  -23    11 c    0   1.20 196.6049 53.47931  4287.11  5432.59 2.45 2.32  44.8 -0.410    19.61 21.40 02a59615o0672c   0x0000  23.358104
59615.515896 20.071303      NaN    1    11 c    0   1.39 196.6049 53.47931  4225.52  5356.08 2.54 2.30  44.2 -0.405    19.57 21.43 02a59615o0683c   0x0000  23.358104
59615.523778 19.183773      NaN   38    13 c    0   1.17 196.6049 53.47931  4208.20  5468.99 2.54 2.39  48.1 -0.402    19.58 21.43 02a59615o0700c   0x0000  24.363929
59619.601923 19.549093      NaN   13    14 c    0   2.61 196.6049 53.47931  5099.40  9531.81 2.42 2.34 -40.5 -0.424    19.73 21.66 02a59619o0840c   0x0000  24.911865
59619.605124 19.766969      NaN    6    13 c    0   1.06 196.6049 53.47931  5080.66  9492.43 2.42 2.33 -48.6 -0.422    19.73 21.64 02a59619o0847c   0x0000  24.363929
59619.632458 19.401649      NaN   18    15 c    0   2.37 196.6049 53.47931  5129.77  9570.01 2.41 2.36 -41.3 -0.420    19.68 21.61 02a59619o0906c   0x0000  25.487272
59619.661022 19.922338      NaN  -10    13 c    0   1.17 196.6049 53.47931  5143.31  9453.29 2.42 2.37 -24.7 -0.418    19.58 21.33 02a59619o0967c   0x0000  24.363929
59639.491013 19.922338      NaN   -6    13 c    0   1.17 196.6049 53.47931  5521.17  9189.38 2.58 2.48  50.0 -0.414    19.72 21.76 02a59639o0611c   0x0000  24.363929
59639.494222 19.510313      NaN   21    12 c    0   1.50 196.6049 53.47931  5541.32  9227.87 2.72 2.48  43.3 -0.396    19.68 21.75 02a59639o0618c 0x400800  23.845357
59639.496965 19.719755      NaN   14    11 c    0   1.31 196.6049 53.47931  5480.17  9150.53 2.67 2.45  46.2 -0.407    19.71 21.75 02a59639o0624c   0x0000  23.358104
59639.502035 19.950541      NaN    2    12 c    0   1.24 196.6049 53.47931  5460.55  9268.08 2.69 2.47  44.7 -0.402    19.71 21.73 02a59639o0635c   0x0000  23.845357
59643.531768 18.921935      NaN   47    17 c    0   1.04 196.6049 53.47931  7103.34  1304.04 2.28 2.20 -65.3 -0.439    19.20 21.76 02a59643o0651c   0x0000  26.713312
59643.535395 19.569016      NaN   -2    18 c    0   0.99 196.6049 53.47931  7081.30  1264.02 2.28 2.21 -83.1 -0.434    19.23 21.79 02a59643o0658c   0x0000  27.360574
59643.540927 19.351140      NaN   12    18 c    0   0.98 196.6049 53.47931  7142.09  1343.75 2.32 2.22 -70.5 -0.441    19.22 21.77 02a59643o0669c   0x0000  27.360574
59643.572545 19.212347      NaN   27    16 c    0   0.89 196.6049 53.47931  7155.96  1226.05 2.30 2.15 -58.0 -0.444    19.23 21.74 02a59643o0732c   0x0000  26.088331
59647.536013 19.384550      NaN    1    21 c    0   2.79 196.6049 53.47931  7097.34  1299.15 2.42 2.27 -39.0 -0.447    19.02 21.74 02a59647o0481c   0x0000  29.421098
59647.562726 19.302877      NaN    3    22 c    0   1.46 196.6049 53.47931  7074.08  1257.85 2.35 2.29 -62.0 -0.442    18.96 21.74 02a59647o0534c   0x0000  30.143010
59647.591444 19.549093 0.355332   55    18 c    0   1.84 196.6049 53.47931  7132.03  1334.54 2.59 2.49 -37.4 -0.437    18.87 21.68 02a59647o0591c   0x0000  27.360574
59647.627088 18.125925      NaN   45    53 c    0   2.31 196.6049 53.47931  7153.60  1220.29 2.80 2.16  78.0 -0.398    17.87 21.02 02a59647o0608c   0x0000  56.864761
59671.382307 19.743105      NaN    4    14 c    0   3.48 196.6049 53.47931  6852.47  7432.79 3.00 2.72  41.2 -0.401    19.50 21.71 02a59671o0272c 0x400800  24.911865
59671.387413 19.743105      NaN   10    12 c    0   4.14 196.6049 53.47931  6873.98  7472.07 2.95 2.57  39.8 -0.396    19.51 21.70 02a59671o0283c   0x0000  23.845357
59671.390674 19.868040      NaN    8    11 c    0   2.88 196.6049 53.47931  6811.63  7397.28 2.91 2.50  39.7 -0.397    19.58 21.70 02a59671o0290c   0x0000  23.358104
59671.425923 20.009244      NaN  -13    12 c    0   3.94 196.6049 53.47931  6798.28  7518.24 3.15 2.60  41.0 -0.385    19.50 21.68 02a59671o0366c   0x0000  23.845357
59675.454623 19.922338      NaN   -5    13 c    0   1.65 196.6049 53.47931  6947.26  9460.30 2.68 2.36  36.1 -0.404    19.41 21.57 02a59675o0521c  0x80000  24.363929
59675.483062 19.401649      NaN    3    20 c    0   1.24 196.6049 53.47931  6920.15  9419.71 2.57 2.35  35.4 -0.411    18.92 20.89 02a59675o0582c   0x0000  28.715867
59675.511313 19.169763      NaN    3    25 c    0   1.83 196.6049 53.47931  6973.84  9499.12 2.72 2.39  36.3 -0.404    18.99 20.94 02a59675o0643c   0x0000  32.397547
59675.536207 18.356290      NaN -173    55 c    0   7.78 196.6049 53.47931  6985.36  9380.93 2.70 2.39  35.0 -0.399    17.97 19.80 02a59675o0697c 0x400801  58.733304
59679.399830 18.729535      NaN   48    23 c    0   0.94 196.6049 53.47931  3647.16  1133.03 2.41 2.25  82.0 -0.445    18.88 20.59 02a59679o0369c   0x0000  30.880431
59679.403030 19.287255      NaN   13    19 c    0   1.53 196.6049 53.47931  3666.80  1172.20 2.42 2.28  75.9 -0.445    18.91 20.61 02a59679o0376c   0x0000  28.028575
59679.405772 19.051202      NaN   30    19 c    0   1.57 196.6049 53.47931  3611.11  1094.20 2.45 2.29  82.5 -0.440    18.95 20.63 02a59679o0382c   0x0000  28.028575
59679.411262 18.776955      NaN   37    25 c    0   0.88 196.6049 53.47931  3593.76  1211.32 2.49 2.27  59.9 -0.436    18.92 20.65 02a59679o0394c   0x0000  32.397547
59695.405172 19.791368      NaN    5    13 c    0   1.45 196.6049 53.47931  5677.49  3537.21 2.51 2.27  32.5 -0.411    19.53 21.40 02a59695o0387c 0x400800  24.363929
59695.408860 19.226921      NaN   32    14 c    0   1.73 196.6049 53.47931  5657.41  3497.05 2.52 2.27  33.4 -0.413    19.50 21.38 02a59695o0395c   0x0000  24.911865
59695.443134 19.549093      NaN   19    12 c    0   1.44 196.6049 53.47931  5707.60  3571.81 2.67 2.36  36.1 -0.409    19.42 21.30 02a59695o0469c   0x0000  23.845357
59695.448793 19.766969      NaN  -44    15 c    0   2.05 196.6049 53.47931  5730.24  3455.47 2.68 2.35  34.9 -0.410    19.45 21.34 02a59695o0481c   0x0000  25.487272
59699.389887 18.978793      NaN -297    31 c    0  17.75 196.6049 53.47931   482.78  5602.29 2.47 2.25   9.7 -0.397    18.21 19.63 02a59699o0353c 0x402901  37.223662
59699.393092 18.396507      NaN -300    53 c    0  11.49 196.6049 53.47931   463.09  5564.64 2.44 2.24   7.9 -0.397    17.69 19.04 02a59699o0360c 0x402801  56.864761
59699.398614 17.935984      NaN -300    81 c    0   5.60 196.6049 53.47931   520.25  5636.50 2.53 2.24  11.5 -0.407    17.52 18.87 02a59699o0372c 0x402801  83.579908
59699.404098 18.417189      NaN -312    52 c    0  18.46 196.6049 53.47931 10155.46  5616.87 2.68 2.43  24.9 -0.414    17.71 19.10 02a59699o0384c 0x402801  55.933899
59699.407307 17.909502      NaN -264    83 c    0   3.32 196.6049 53.47931 10136.98  5577.69 2.72 2.43  24.4 -0.405    17.47 18.83 02a59699o0391c 0x402800  85.519594
59699.408692 17.797727      NaN -250    92 c    0   1.58 196.6049 53.47931   540.86  5524.36 2.37 2.23  -3.8 -0.419    17.38 18.71 02a59699o0394c   0x2000  94.279378
