         MJD         m       dm      uJy  duJy F  err   chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask    duJy_new  uJy_offset
59244.577371 18.816441      NaN   -69.33    36 o    0    1.09 196.6049 53.47931  3442.39  9218.83  2.60 2.44 -64.8 -0.406    18.71 19.30 02a59244o0815o   0x0000   43.520245      -19.33
59244.591583 18.748255      NaN     8.67    29 o    0    1.39 196.6049 53.47931  3422.05  9336.31  2.64 2.53 -74.2 -0.403    18.71 19.31 02a59244o0845o   0x0000   37.934308      -19.33
59246.549537 19.038793      NaN    -6.33    25 o    0    0.46 196.6049 53.47931  3271.10  9663.65  2.00 1.97 -48.9 -0.434    19.27 19.90 01a59246o0727o   0x0000   34.971584      -19.33
59246.552772 19.454622      NaN   -27.33    20 o    0    0.60 196.6049 53.47931  3252.43  9625.64  1.96 1.91 -53.8 -0.430    19.26 19.91 01a59246o0734o   0x0000   31.591324      -19.33
59246.556094 19.696897      NaN   -41.33    16 o    0    0.73 196.6049 53.47931  3308.28  9703.00  1.93 1.87 -44.6 -0.431    19.34 19.91 01a59246o0741o   0x0000   29.223479      -19.33
59246.565876 19.569016      NaN   -35.33    18 o    0    0.87 196.6049 53.47931  3325.73  9584.76  1.94 1.88 -50.3 -0.427    19.33 19.91 01a59246o0761o   0x0000   30.364646      -19.33
59250.616632 19.569016      NaN   -20.33    18 o    0    0.52 196.6049 53.47931  1639.64   693.21  1.93 1.83  43.7 -0.446    19.67 20.91 01a59250o0792o   0x0000   30.364646      -19.33
59250.619892 19.841877      NaN   -21.33    14 o    0    0.72 196.6049 53.47931  1660.91   733.56  2.16 1.99  -8.6 -0.411    19.60 20.96 01a59250o0799o   0x0000   28.178214      -19.33
59250.626358 19.719755      NaN    -8.33    12 o    0    1.16 196.6049 53.47931  1605.43   653.35  2.07 1.97  62.3 -0.446    19.62 20.87 01a59250o0813o   0x0000   27.239892      -19.33
59250.637952 19.609992      NaN    -9.33    14 o    0    1.15 196.6049 53.47931  1590.49   769.36  2.15 2.10  37.6 -0.434    19.57 20.94 01a59250o0838o   0x0000   28.178214      -19.33
59252.562460 20.009244      NaN   -28.33    12 o    0    1.26 196.6049 53.47931  8156.88  5156.80  2.28 2.10  47.6 -0.426    19.69 21.38 02a59252o0771o 0x402800   27.239892      -19.33
59252.565661 15.794268 0.007458  1727.67    12 o    0 1155.99 196.6049 53.47931  8177.72  5194.88  2.32 2.09  45.6 -0.429    19.69 21.37 02a59252o0778o 0x402801   27.239892      -19.33
59252.568408 19.719755 0.254108    27.67    11 o    0    1.06 196.6049 53.47931  8116.26  5116.97  2.34 2.08  45.9 -0.426    19.73 21.33 02a59252o0784o   0x2000   26.814394      -19.33
59252.573450 19.002397 0.143174    71.67    12 o    0    3.42 196.6049 53.47931  8100.04  5235.22  2.39 2.09  43.8 -0.425    19.65 21.28 02a59252o0795o 0x402800   27.239892      -19.33
59270.484723 19.401649      NaN   -29.33    21 o    0    0.89 196.6049 53.47931  9135.88  1253.77  2.38 2.19 -84.8 -0.381    18.96 19.34 01a59270o0471o   0x0000   32.233705      -19.33
59270.486564 19.212347      NaN   -40.33    25 o    0    0.60 196.6049 53.47931  9114.66  1214.72  2.21 1.98 -74.8 -0.414    19.04 19.34 01a59270o0475o   0x0000   34.971584      -19.33
59270.491694 18.878500      NaN    10.67    24 o    0    0.94 196.6049 53.47931  9178.79  1293.45  2.37 2.16 -85.1 -0.389    18.94 19.37 01a59270o0486o   0x0000   34.263854      -19.33
59270.498349 18.978793      NaN   -13.33    29 o    0    0.59 196.6049 53.47931  9199.00  1176.93  2.31 2.18 -65.1 -0.392    19.02 19.40 01a59270o0499o   0x0000   37.934308      -19.33
59278.494418 19.631075      NaN   -35.33    17 o    0    0.84 196.6049 53.47931  8239.90  5112.13  2.07 2.02  87.2 -0.421    19.27 20.09 01a59278o0436o   0x0000   29.782742      -19.33
59278.496261 18.978793      NaN   -63.33    31 o    0    0.98 196.6049 53.47931  8220.72  5072.21  2.01 1.96  30.4 -0.418    18.51 19.18 01a59278o0440o   0x0000   39.484322      -19.33
59278.500408 19.089302      NaN   -30.33    28 o    0    1.87 196.6049 53.47931  8277.11  5152.98  2.32 2.19 -56.4 -0.428    18.86 19.72 01a59278o0449o   0x0000   37.175418      -19.33
59278.505530 18.574166      NaN    22.67    31 o    0    0.84 196.6049 53.47931  8297.75  5035.13  2.17 2.13 -41.7 -0.432    18.88 19.64 01a59278o0460o   0x0000   39.484322      -19.33
59286.447241 20.103715      NaN   -19.33    11 o    0    2.09 196.6049 53.47931  3005.31  1518.59  2.12 1.99  48.6 -0.420    19.76 21.36 01a59286o0235o   0x0000   26.814394      -19.33
59286.449090 19.922338      NaN   -28.33    13 o    0    0.50 196.6049 53.47931  2986.78  1479.24  2.07 1.96  49.1 -0.414    19.80 21.31 01a59286o0239o   0x0000   27.694976      -19.33
59286.453287 19.569016      NaN   -16.33    17 o    0    0.56 196.6049 53.47931  3045.93  1558.74  2.00 1.91  70.3 -0.418    19.75 21.19 01a59286o0248o   0x0000   29.782742      -19.33
59286.458367 18.598565      NaN   -90.33    44 o    0    1.25 196.6049 53.47931  3066.75  1437.98  2.21 2.11  42.9 -0.408    19.15 20.60 01a59286o0259o   0x0000   50.338968      -19.33
59294.454710 19.609992      NaN    -9.33    14 o    0    0.43 196.6049 53.47931  6870.94  7309.31  1.81 1.78 -42.4 -0.427    19.93 21.11 01a59294o0013o   0x0000   28.178214      -19.33
59294.459931 19.609992      NaN    -6.33    13 o    0    0.62 196.6049 53.47931  6854.03  7267.45  1.90 1.80   9.6 -0.415    19.92 21.22 01a59294o0023o   0x0000   27.694976      -19.33
59294.484877 20.321591      NaN   -31.33     9 o    0    1.22 196.6049 53.47931  3601.10  3244.34  1.90 1.80  86.0 -0.430    19.94 21.29 01a59294o0074o   0x0000   26.057853      -19.33
59294.488133 19.816329      NaN   -18.33    14 o    0    0.45 196.6049 53.47931  3588.34  3362.15  1.98 1.74  81.5 -0.436    19.93 21.29 01a59294o0081o 0x400800   28.178214      -19.33
59298.442767 18.336727      NaN   -63.33    56 o    0    1.29 196.6049 53.47931  8771.40  7264.96  2.19 2.11  49.8 -0.394    17.78 17.65 01a59298o0485o   0x0000   61.106560      -19.33
59298.445536 18.104842      NaN    32.67    52 o    0    1.34 196.6049 53.47931  8750.53  7226.91  2.20 2.09 -89.4 -0.408    17.87 17.71 01a59298o0491o  0x80000   57.463134      -19.33
59298.448301 19.014394      NaN   -22.33    30 o    0    1.44 196.6049 53.47931  8809.08  7305.21  2.23 2.14  69.7 -0.398    18.55 18.73 01a59298o0497o   0x0000   38.704156      -19.33
59298.453381 19.241693      NaN   -15.33    23 o    0    0.94 196.6049 53.47931  8826.70  7189.01  2.23 2.15  81.3 -0.403    18.87 19.18 01a59298o0508o   0x0000   33.570995      -19.33
59300.460982 17.296315      NaN  -181.33   146 o    0    0.81 196.6049 53.47931   484.70  5614.81  2.19 2.07 -43.1 -0.391    16.85 16.50 02a59300o0492o  0x80000  148.033820      -19.33
59300.464191 18.063866      NaN   -78.33    72 o    0    1.10 196.6049 53.47931   465.14  5576.82  2.20 2.08 -38.9 -0.415    17.28 17.05 02a59300o0499o   0x0000   76.039541      -19.33
59300.496723 18.459772      NaN    13.67    39 o    0    0.98 196.6049 53.47931   521.42  5644.63  2.22 2.08 -39.8 -0.397    18.03 18.09 02a59300o0569o   0x0000   46.032724      -19.33
59300.500892 18.019544      NaN   -85.33    75 o    0    2.09 196.6049 53.47931 10157.43  5626.53  2.61 2.58 -35.5 -0.420    17.22 17.43 02a59300o0578o   0x0000   78.886068      -19.33
59300.502723 18.220396      NaN    23.67    48 o    0    1.04 196.6049 53.47931   544.54  5526.44  2.32 2.20 -42.0 -0.389    17.96 17.96 02a59300o0582o  0x80000   53.870323      -19.33
59300.504552 16.669763      NaN   103.67   219 o    0    0.79 196.6049 53.47931 10138.04  5584.65  2.31 2.26  46.5 -0.436    17.10 17.34 02a59300o0586o 0x400802  220.361094      -19.33
59300.511463 16.965534      NaN  -143.33   198 o    0    1.61 196.6049 53.47931 10196.25  5664.11  2.54 2.48  32.6 -0.432    16.56 16.44 02a59300o0601o 0x400802  199.504415      -19.33
59300.543473 17.696393      NaN  -187.33   101 o    0    1.16 196.6049 53.47931 10215.00  5548.62  2.42 2.30  22.4 -0.420    17.14 17.04 02a59300o0670o   0x0000  103.918293      -19.33
59304.415495 19.351140      NaN   -19.33    22 o    0    1.58 196.6049 53.47931 10116.10  4953.57  2.42 2.24  42.5 -0.419    19.04 19.75 02a59304o0419o   0x0000   32.893947      -19.33
59304.417324 19.197966      NaN    -6.33    21 o    0    0.94 196.6049 53.47931 10136.44  4991.71  2.40 2.20 -64.8 -0.430    19.07 19.76 02a59304o0423o   0x0000   32.233705      -19.33
59304.423315 19.351140      NaN   -21.33    22 o    0    1.05 196.6049 53.47931 10077.41  4917.65  2.46 2.17  37.8 -0.416    18.93 19.61 02a59304o0436o   0x0000   32.893947      -19.33
59304.427431 19.334813      NaN   -18.33    22 o    0    0.59 196.6049 53.47931   439.35  4946.17  2.10 2.08  72.2 -0.423    19.08 19.75 02a59304o0445o   0x0000   32.893947      -19.33
59304.428803 19.302877      NaN   -29.33    23 o    0    0.81 196.6049 53.47931 10056.77  5036.95  2.29 2.16 -69.5 -0.435    19.13 19.76 02a59304o0448o   0x0000   33.570995      -19.33
59304.448555 19.212347      NaN   -32.33    25 o    0    0.71 196.6049 53.47931   466.37  4985.88  2.11 1.99  30.9 -0.419    18.73 19.27 02a59304o0490o   0x0000   34.971584      -19.33
59304.450384 19.014394      NaN   -29.33    30 o    0    0.56 196.6049 53.47931   402.22  4903.99  2.22 1.94  32.2 -0.412    18.82 19.39 02a59304o0494o   0x0000   38.704156      -19.33
59304.455458 18.921935      NaN    21.67    19 o    0    0.83 196.6049 53.47931   383.72  5019.47  2.12 2.01  26.9 -0.410    19.04 19.73 02a59304o0505o   0x0000   30.967914      -19.33
59306.528668 19.609992      NaN    -9.33    14 o    0    0.89 196.6049 53.47931  4254.88  5405.35  2.07 1.91 -82.3 -0.419    19.53 20.34 01a59306o0285o   0x0000   28.178214      -19.33
59306.532817 19.922338      NaN   -21.33    13 o    0    0.94 196.6049 53.47931  4272.92  5441.68  2.09 1.92 -81.0 -0.417    19.49 20.33 01a59306o0294o   0x0000   27.694976      -19.33
59306.537951 19.696897      NaN   -27.33    16 o    0    0.64 196.6049 53.47931  4217.96  5365.59  2.02 1.91 -47.5 -0.416    19.44 20.22 01a59306o0305o   0x0000   29.223479      -19.33
59306.550038 19.922338      NaN   -25.33    13 o    0    0.87 196.6049 53.47931  4202.16  5481.72  2.03 1.95 -49.1 -0.410    19.39 20.14 01a59306o0331o   0x0000   27.694976      -19.33
59308.406117 18.900000      NaN    -9.33    30 o    0    0.70 196.6049 53.47931  9625.62  8871.05  2.22 1.94 -70.4 -0.494    19.05 21.39 02a59308o0007o   0x0000   38.704156      -19.33
59308.408876 19.401649      NaN   -38.33    21 o    0    1.95 196.6049 53.47931  9647.34  8909.32  2.61 2.32 -74.6 -0.445    18.76 21.39 02a59308o0013o   0x0000   32.233705      -19.33
59308.411925 18.816441      NaN     4.67    28 o    0    0.87 196.6049 53.47931  9581.15  8833.33  2.33 2.01 -71.7 -0.478    18.82 21.25 02a59308o0018o   0x0000   37.175418      -19.33
59308.417699 19.089302      NaN   -34.33    28 o    0    1.27 196.6049 53.47931  9569.86  8950.63  2.12 1.81 -71.7 -0.493    19.06 21.44 02a59308o0029o   0x0000   37.175418      -19.33
59320.386555 19.472870      NaN    -5.33    15 o    0    0.69 196.6049 53.47931  5622.33  3156.77  2.17 1.86  45.8 -0.451    19.62 20.95 02a59320o0354o   0x0000   28.688181      -19.33
59320.403565 19.696897      NaN   -19.33    16 o    0    0.46 196.6049 53.47931  5638.37  3194.68  2.49 1.91  39.2 -0.451    19.55 20.90 02a59320o0387o   0x0000   29.223479      -19.33
59320.417162 19.510313      NaN    -4.33    14 o    0    1.20 196.6049 53.47931  5014.07  7449.93  2.12 1.82  33.8 -0.442    19.60 20.72 02a59320o0414o   0x0000   28.178214      -19.33
59320.420371 19.922338      NaN   -19.33    13 o    0    0.73 196.6049 53.47931  5032.17  7333.76  2.10 1.82  33.5 -0.444    19.63 20.76 02a59320o0421o   0x0000   27.694976      -19.33
59324.532314 19.743105      NaN   -15.33    14 o    0    0.72 196.6049 53.47931  1745.87  3300.51  2.07 1.88  29.8 -0.446    19.52 20.74 02a59324o0605o   0x0000   28.178214      -19.33
59324.535528 19.743105      NaN    -9.33    12 o    0    2.46 196.6049 53.47931  1726.36  3261.55  2.15 2.00  29.0 -0.436    19.46 20.72 02a59324o0612o   0x0000   27.239892      -19.33
59324.540745 19.367717      NaN    -8.33    18 o    0    0.86 196.6049 53.47931  1789.36  3332.29  2.07 1.84  32.0 -0.449    19.50 20.64 02a59324o0623o   0x0000   30.364646      -19.33
59324.552508 19.766969      NaN   -28.33    15 o    0    0.64 196.6049 53.47931  1813.62  3215.60  1.97 1.93  13.4 -0.445    19.52 20.56 02a59324o0648o   0x0000   28.688181      -19.33
59326.424882 19.384550      NaN   -18.33    21 o    0    0.73 196.6049 53.47931   915.69  7190.64  2.15 1.88 -86.2 -0.427    19.22 19.78 01a59326o0237o   0x0000   32.233705      -19.33
59326.460979 18.786693      NaN    -1.33    31 o    0    0.57 196.6049 53.47931   943.44  7225.21  2.17 1.96 -81.8 -0.420    18.81 19.22 01a59326o0314o   0x0000   39.484322      -19.33
59326.464205 18.847027      NaN   -10.33    32 o    0    0.73 196.6049 53.47931   883.12  7145.32  2.15 1.80 -88.0 -0.423    18.79 19.14 01a59326o0321o   0x0000   40.274207      -19.33
59326.492163 18.623526      NaN   -29.33    43 o    0    0.52 196.6049 53.47931   869.98  7256.51  2.20 1.96 -83.1 -0.412    18.46 18.76 01a59326o0381o   0x0000   49.467279      -19.33
59328.415493 19.169763      NaN   -55.33    26 o    0    0.83 196.6049 53.47931  1747.58  3320.86  2.34 2.13  30.4 -0.434    18.69 19.12 02a59328o0406o   0x0000   35.693301      -19.33
59328.419179 18.649074      NaN    16.67    30 o    0    0.70 196.6049 53.47931  1727.37  3281.68  2.35 2.22  32.0 -0.433    18.68 19.12 02a59328o0414o   0x0000   38.704156      -19.33
59328.455634 19.128787      NaN   -51.33    27 o    0    0.90 196.6049 53.47931  1786.69  3349.64  2.34 2.14  32.9 -0.431    18.67 19.12 02a59328o0491o   0x0000   36.428172      -19.33
59328.460773 18.910912      NaN     7.67    24 o    0    0.96 196.6049 53.47931  1807.24  3230.77  2.27 2.17  39.4 -0.417    18.72 19.10 02a59328o0502o   0x0000   34.263854      -19.33
59330.416714 17.190132      NaN   -79.33   161 o    0    0.83 196.6049 53.47931  5543.62  9178.19  1.94 1.90 -19.5 -0.409    16.65 16.71 01a59330o0419o  0x80002  162.846590      -19.33
59330.419491 18.226218      NaN   -13.33    60 o    0    1.09 196.6049 53.47931  5563.43  9214.51  1.97 1.89 -62.9 -0.414    17.64 18.01 01a59330o0425o   0x0000   64.792065      -19.33
59330.425480 18.369531      NaN    38.67    35 o    0    0.82 196.6049 53.47931  5501.76  9136.66  1.94 1.87 -26.4 -0.400    18.50 18.77 01a59330o0438o   0x0000   42.696741      -19.33
59330.435664 18.786693      NaN   -16.33    36 o    0    0.55 196.6049 53.47931  5486.80  9253.94  1.95 1.84 -19.1 -0.396    18.58 18.89 01a59330o0460o   0x0000   43.520245      -19.33
59332.407069 19.128787      NaN   -81.33    27 o    0    0.78 196.6049 53.47931  1210.39  7221.26  2.06 1.91 -33.7 -0.461    18.87 19.40 02a59332o0297o   0x0000   36.428172      -19.33
59332.410269 18.582238      NaN    12.67    34 o    0    0.49 196.6049 53.47931  1193.20  7181.87  2.13 1.78 -51.6 -0.467    18.90 19.40 02a59332o0304o   0x0000   41.880923      -19.33
59332.415766 19.169763      NaN   -54.33    26 o    0    0.81 196.6049 53.47931  1251.18  7258.02  2.07 1.74 -51.1 -0.476    18.92 19.39 02a59332o0316o   0x0000   35.693301      -19.33
59332.425827 19.089302      NaN   -55.33    28 o    0    0.66 196.6049 53.47931  1270.90  7140.26  2.18 1.85 -49.5 -0.456    18.84 19.37 02a59332o0338o   0x0000   37.175418      -19.33
59334.377427 19.226921      NaN     6.67    16 o    0    0.53 196.6049 53.47931  5534.79  9178.17  1.90 1.83 -74.7 -0.406    19.48 20.19 01a59334o0241o   0x0000   29.223479      -19.33
59334.409749 19.155932      NaN     8.67    17 o    0    0.73 196.6049 53.47931  5562.14  9212.99  1.96 1.81 -19.2 -0.410    19.42 20.08 01a59334o0305o 0x400800   29.782742      -19.33
59334.412974 19.766969      NaN   -24.33    15 o    0    0.88 196.6049 53.47931  5499.94  9134.50  1.89 1.83 -27.7 -0.411    19.42 20.07 01a59334o0312o   0x0000   28.688181      -19.33
59334.437973 19.696897      NaN   -29.33    16 o    0    0.47 196.6049 53.47931  5484.65  9250.20  1.87 1.81 -21.0 -0.409    19.40 20.03 01a59334o0365o   0x0000   29.223479      -19.33
59342.357037 19.696897      NaN   -19.33    16 o    0    0.40 196.6049 53.47931  3497.67  9291.95  2.12 1.98 -79.5 -0.439    19.68 20.94 01a59342o0260o   0x0000   29.223479      -19.33
59342.389424 19.766969      NaN   -22.33    15 o    0    0.52 196.6049 53.47931  3525.64  9325.75  2.10 1.97 -67.3 -0.419    19.59 20.84 01a59342o0328o 0x400800   28.688181      -19.33
59342.417298 19.922338      NaN   -19.33    13 o    0    1.29 196.6049 53.47931  3468.01  9243.30  2.11 1.97 -51.0 -0.414    19.58 20.80 01a59342o0383o   0x0000   27.694976      -19.33
59342.420521 19.696897      NaN   -59.33    16 o    0    0.90 196.6049 53.47931  3451.95  9359.47  3.32 2.08  -1.4 -0.356    19.37 20.81 01a59342o0390o   0x0000   29.223479      -19.33
59346.369498 19.841877      NaN   -16.33    13 o    0    0.64 196.6049 53.47931  8113.79  5120.15  1.99 1.90   7.5 -0.426    19.85 21.00 01a59346o0308o   0x0000   27.694976      -19.33
59346.372722 19.696897      NaN   -28.33    16 o    0    0.60 196.6049 53.47931  8134.64  5158.12  1.98 1.90   0.5 -0.428    19.80 20.92 01a59346o0315o   0x0000   29.223479      -19.33
59346.379178 19.766969      NaN   -25.33    15 o    0    0.83 196.6049 53.47931  8076.38  5082.47  1.97 1.92 -88.8 -0.440    19.76 20.87 01a59346o0329o   0x0000   28.688181      -19.33
59346.405711 19.696897      NaN   -13.33    14 o    0    0.58 196.6049 53.47931  8063.31  5197.23  1.99 1.91 -70.0 -0.430    19.78 20.82 01a59346o0380o   0x0000   28.178214      -19.33
59350.339960 19.674510      NaN   -18.33    16 o    0    0.45 196.6049 53.47931  8104.64  5119.58  2.12 1.94  89.3 -0.440    19.79 20.97 01a59350o0240o 0x402800   29.223479      -19.33
59350.344111 19.696897      NaN   -25.33    16 o    0    0.56 196.6049 53.47931  8125.97  5156.54  2.15 1.93 -88.4 -0.451    19.80 20.96 01a59350o0249o   0x2000   29.223479      -19.33
59350.349649 19.631075      NaN   -20.33    17 o    0    0.83 196.6049 53.47931  8071.48  5082.50  2.05 1.95  -6.2 -0.423    19.79 20.98 01a59350o0261o 0x402800   29.782742      -19.33
59350.361181 19.510313      NaN    -1.33    13 o    0    1.07 196.6049 53.47931  8056.87  5197.79  2.22 1.93 -85.1 -0.439    19.79 21.05 01a59350o0286o   0x2000   27.694976      -19.33
59354.336639 19.384550      NaN    -9.33    18 o    0    0.73 196.6049 53.47931  9087.24   687.97  2.06 1.86 -61.4 -0.392    19.54 20.14 01a59354o0213o   0x0000   30.364646      -19.33
59354.339865 19.696897      NaN   -32.33    16 o    0    0.88 196.6049 53.47931  9105.73   723.43  2.12 1.93 -65.9 -0.390    19.52 20.16 01a59354o0220o   0x0000   29.223479      -19.33
59354.345411 19.256669      NaN    -7.33    20 o    0    0.54 196.6049 53.47931  9051.03   647.94  2.18 1.96 -68.2 -0.386    19.52 20.19 01a59354o0232o 0x400800   31.591324      -19.33
59354.356467 19.454622      NaN   -10.33    17 o    0    0.80 196.6049 53.47931  9038.12   767.61  2.18 2.02 -36.3 -0.381    19.51 20.17 01a59354o0256o   0x0000   29.782742      -19.33
59356.412413 19.169763      NaN   -20.33    26 o    0    0.86 196.6049 53.47931  8810.29  9940.06  2.62 1.90 -55.8 -0.438    19.03 19.55 02a59356o0362o   0x0000   35.693301      -19.33
59356.417553 19.256669      NaN   -31.33    24 o    0    1.25 196.6049 53.47931  8785.99  9894.84  2.48 1.90 -55.5 -0.435    18.98 19.54 02a59356o0373o   0x0000   34.263854      -19.33
59356.441546 19.102305      NaN   -17.33    27 o    0    0.70 196.6049 53.47931  8841.03  9973.81  2.44 1.93 -53.1 -0.437    18.95 19.43 02a59356o0423o   0x0000   36.428172      -19.33
59356.446714 18.900000      NaN    -0.33    27 o    0    1.13 196.6049 53.47931  8863.38  9858.49  2.61 1.90 -50.5 -0.416    18.91 19.41 02a59356o0434o   0x0000   36.428172      -19.33
59358.335924 19.401649      NaN   -35.33    21 o    0    1.21 196.6049 53.47931  9091.20   679.09  2.33 2.06 -73.9 -0.379    19.01 19.39 01a59358o0151o   0x0000   32.233705      -19.33
59358.339151 18.786693      NaN    10.67    27 o    0    0.85 196.6049 53.47931  9111.46   718.18  2.38 2.12 -73.3 -0.393    19.06 19.38 01a59358o0158o   0x0000   36.428172      -19.33
59358.344679 19.051202      NaN   -53.33    29 o    0    0.61 196.6049 53.47931  9055.28   642.45  2.25 1.97 -67.2 -0.388    19.06 19.36 01a59358o0170o   0x0000   37.934308      -19.33
59358.355286 19.212347      NaN   -30.33    25 o    0    0.72 196.6049 53.47931  9038.11   760.48  2.29 1.95 -70.8 -0.400    19.03 19.35 01a59358o0193o   0x0000   34.971584      -19.33
59360.339958 18.675237      NaN   -85.33    41 o    0    1.08 196.6049 53.47931  8811.66  9942.91  2.76 1.93 -58.5 -0.432    18.47 18.77 02a59360o0228o   0x0000   47.738996      -19.33
59360.343162 18.702047      NaN   -64.33    40 o    0    0.99 196.6049 53.47931  8791.77  9900.63  2.78 1.97 -59.1 -0.431    18.49 18.76 02a59360o0235o   0x0000   46.882958      -19.33
59360.348688 18.574166      NaN   -75.33    45 o    0    0.75 196.6049 53.47931  8848.29  9981.22  2.83 1.92 -57.7 -0.420    18.45 18.75 02a59360o0247o   0x0000   51.215347      -19.33
59360.358774 18.675237      NaN   -36.33    41 o    0    1.52 196.6049 53.47931  8865.26  9862.79  2.78 1.97 -59.2 -0.417    18.45 18.75 02a59360o0269o   0x0000   47.738996      -19.33
59362.370981 19.183773      NaN   -11.33    23 o    0    0.52 196.6049 53.47931  6849.36  7383.83  2.04 1.91 -76.9 -0.435    19.17 19.65 01a59362o0136o   0x0000   33.570995      -19.33
59362.375204 19.076453      NaN     2.67    21 o    0    0.51 196.6049 53.47931  6868.89  7420.30  2.17 2.01 -79.4 -0.436    19.11 19.67 01a59362o0145o   0x0000   32.233705      -19.33
59362.380750 19.128787      NaN   -10.33    24 o    0    0.71 196.6049 53.47931  6808.41  7345.31  2.21 1.95 -81.4 -0.436    19.05 19.55 01a59362o0157o   0x0000   34.263854      -19.33
59362.393226 19.287255      NaN    -6.33    19 o    0    1.59 196.6049 53.47931  6793.25  7464.70  2.13 1.98 -73.2 -0.428    18.91 19.31 01a59362o0184o   0x0000   30.967914      -19.33
59364.331370 19.696897      NaN    -7.33    12 o    0    1.31 196.6049 53.47931  4368.93  5290.24  1.91 1.77  28.7 -0.450    19.68 20.91 02a59364o0206o   0x0000   27.239892      -19.33
59364.335032 19.631075      NaN   -36.33    17 o    0    0.68 196.6049 53.47931  4349.25  5251.10  1.97 1.76  28.3 -0.449    19.65 20.92 02a59364o0214o   0x0000   29.782742      -19.33
59364.341458 19.631075      NaN   -33.33    17 o    0    0.47 196.6049 53.47931  4406.52  5328.07  1.99 1.75  30.8 -0.448    19.67 20.92 02a59364o0228o   0x0000   29.782742      -19.33
59364.353410 19.569016      NaN   -26.33    18 o    0    0.26 196.6049 53.47931  4427.14  5210.38  2.02 1.75  32.3 -0.449    19.68 20.96 02a59364o0254o   0x0000   30.364646      -19.33
59368.319865 19.841877      NaN   -22.33    14 o    0    1.13 196.6049 53.47931  4371.37  5289.35  2.21 2.17  33.4 -0.427    19.57 21.19 02a59368o0177o   0x0000   28.178214      -19.33
59368.323082 20.009244      NaN   -29.33    12 o    0    1.62 196.6049 53.47931  4351.04  5247.84  2.48 2.39  38.3 -0.419    19.51 21.18 02a59368o0184o   0x0000   27.239892      -19.33
59368.328640 19.271854      NaN     6.67    15 o    0    1.19 196.6049 53.47931  4407.21  5324.07  2.31 2.27  50.3 -0.425    19.54 21.17 02a59368o0196o   0x0000   28.688181      -19.33
59368.338798 20.103715      NaN   -26.33    11 o    0    1.16 196.6049 53.47931  4426.67  5207.51  2.36 2.28  19.6 -0.427    19.55 21.16 02a59368o0218o   0x0000   26.814394      -19.33
59372.350164 19.436675      NaN    -9.33    17 o    0    0.89 196.6049 53.47931  9146.52  1292.98  2.13 1.87 -54.0 -0.476    19.56 20.88 02a59372o0241o   0x0000   29.782742      -19.33
59372.353364 19.922338      NaN   -30.33    13 o    0    1.84 196.6049 53.47931  9126.56  1252.33  2.00 1.76 -56.6 -0.484    19.58 20.87 02a59372o0248o   0x0000   27.694976      -19.33
59372.359397 19.696897      NaN   -16.33    15 o    0    0.63 196.6049 53.47931  9185.96  1333.25  2.03 1.81 -55.2 -0.468    19.54 20.83 02a59372o0261o   0x0000   28.688181      -19.33
59372.370844 19.841877      NaN   -37.33    14 o    0    0.71 196.6049 53.47931  9211.20  1213.49  2.15 1.91 -54.0 -0.463    19.46 20.71 02a59372o0286o   0x0000   28.178214      -19.33
59382.296246 19.589310      NaN   -11.33    15 o    0    0.62 196.6049 53.47931  7406.83  3489.37  2.07 2.01 -58.8 -0.419    19.68 20.62 01a59382o0019o   0x0000   28.688181      -19.33
59382.299469 19.841877      NaN   -31.33    14 o    0    0.62 196.6049 53.47931  7427.57  3527.03  2.05 1.98 -67.3 -0.421    19.66 20.63 01a59382o0026o   0x0000   28.178214      -19.33
59382.304589 19.841877      NaN   -35.33    14 o    0    0.74 196.6049 53.47931  7371.82  3452.27  2.05 1.98 -74.3 -0.425    19.63 20.55 01a59382o0037o   0x0000   28.178214      -19.33
59382.315677 19.766969      NaN   -27.33    15 o    0    1.09 196.6049 53.47931  7359.59  3570.62  2.13 2.08 -42.1 -0.419    19.61 20.55 01a59382o0061o   0x0000   28.688181      -19.33
59384.301307 18.675237      NaN   -66.33    41 o    0    0.82 196.6049 53.47931  8243.00  5145.83  2.16 1.86 -64.4 -0.448    18.20 18.52 02a59384o0110o   0x0000   47.738996      -19.33
59384.304516 19.256669      NaN   -32.33    24 o    0    2.16 196.6049 53.47931  8220.79  5103.93  2.00 1.93  69.7 -0.444    18.85 19.37 02a59384o0117o   0x0000   34.263854      -19.33
59384.310482 19.529530      NaN   -17.33    18 o    0    1.06 196.6049 53.47931  8279.57  5182.55  2.15 1.90 -67.1 -0.438    19.27 20.00 02a59384o0130o   0x0000   30.364646      -19.33
59384.321023 19.302877      NaN   -19.33    23 o    0    0.49 196.6049 53.47931  8299.07  5066.62  2.06 1.91 -68.1 -0.441    19.16 19.78 02a59384o0153o   0x0000   33.570995      -19.33
59388.315713 18.944322      NaN   -38.33    32 o    0    0.50 196.6049 53.47931  3021.32  1519.93  1.97 1.92 -56.7 -0.466    18.91 19.25 02a59388o0159o   0x0000   40.274207      -19.33
59388.318947 18.757738      NaN    16.67    26 o    0    1.04 196.6049 53.47931  3001.12  1480.34  1.94 1.92 -88.9 -0.468    18.81 19.19 02a59388o0166o   0x0000   35.693301      -19.33
