         MJD         m       dm      uJy  duJy F  err   chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask    duJy_new  uJy_offset
57774.559358 18.729535      NaN    26.88    22 o    0    5.47 196.6049 53.47931   841.59  4792.62  3.76 3.43  64.8 -0.445    19.36 20.92 02a57774o0722o  0x80001   32.893947      -24.12
57774.568875 19.051202      NaN     2.88    20 o    0    4.55 196.6049 53.47931 10259.01  4718.65  3.84 3.14  87.1 -0.433    19.36 20.96 02a57774o0740o  0x80000   31.591324      -24.12
57774.572209 19.351140      NaN   -33.12    22 o    0    3.96 196.6049 53.47931   865.25  4835.46  3.75 3.43  66.3 -0.457    19.35 20.92 02a57774o0746o  0x80000   32.893947      -24.12
57774.581589 19.142275      NaN    -1.12    19 o    0    2.19 196.6049 53.47931 10236.12  4839.15  3.80 3.08  87.6 -0.438    19.38 20.96 02a57774o0764o  0x80000   30.967914      -24.12
57774.584880 18.978793 0.245166    68.88    21 o    0    4.67 196.6049 53.47931   808.08  4755.22  3.72 3.39  66.0 -0.454    19.37 20.93 02a57774o0770o  0x80000   32.233705      -24.12
57774.594291 19.454622      NaN   -28.12    20 o    0    2.90 196.6049 53.47931 10280.39  4781.00  3.73 3.05  87.0 -0.456    19.41 20.99 02a57774o0788o   0x0000   31.591324      -24.12
57774.597588 17.590634 0.065014   309.88    20 o    0   18.26 196.6049 53.47931   785.38  4871.16  3.70 3.37  64.4 -0.462    19.40 20.96 02a57774o0794o  0x80001   31.591324      -24.12
57774.610358 19.002397 0.250555    66.88    21 o    0    6.30 196.6049 53.47931   820.04  4816.95  3.72 3.42  64.5 -0.448    19.39 20.96 02a57774o0818o  0x80001   32.233705      -24.12
57794.500715 18.481707      NaN   -25.12    49 o    0    1.67 196.6049 53.47931  2346.74  2749.88  3.59 3.47  85.8 -0.440    18.39 18.98 02a57794o0570o 0x400100   54.763233      -24.12
57794.507523 17.231368      NaN   131.88   103 o    0    1.74 196.6049 53.47931  1315.08  8821.67  3.85 3.73  64.8 -0.647    18.28 19.22 01a57794o0582o   0x0000  105.863175      -24.12
57794.511167 18.403357      NaN    -1.12    45 o    0    1.67 196.6049 53.47931  2371.02  2790.95  3.63 3.52  85.6 -0.437    18.38 19.01 02a57794o0589o  0x80000   51.215347      -24.12
57794.517625 17.087264      NaN   206.88   100 o    0    1.55 196.6049 53.47931  1288.60  8784.20  3.84 3.70  68.0 -0.638    18.30 19.24 01a57794o0600o 0x400600  102.946645      -24.12
57794.524191 18.158337      NaN    29.88    48 o    0    1.96 196.6049 53.47931  2311.48  2711.33  3.67 3.56  86.3 -0.428    18.34 18.97 02a57794o0612o   0x0000   53.870323      -24.12
57794.529801 17.199161      NaN   160.88    98 o    0    1.36 196.6049 53.47931  1346.42  8857.17  3.82 3.73  62.5 -0.646    18.28 19.26 01a57794o0621o   0x0000  101.005008      -24.12
57794.537224 16.785705      NaN   253.88   141 o    0    1.19 196.6049 53.47931  2301.11  2829.02  3.66 3.51  84.8 -0.447    17.52 17.72 02a57794o0635o   0x0000  143.104898      -24.12
57794.549594 17.010313      NaN   233.88   104 o    0    1.14 196.6049 53.47931  1367.08  8736.94  3.71 3.68  47.6 -0.654    18.34 19.30 01a57794o0658o   0x0000  106.836378      -24.12
57794.549962 17.935984      NaN    53.88    55 o    0    1.19 196.6049 53.47931  2335.86  2773.71  3.70 3.55  81.3 -0.432    18.29 18.94 02a57794o0658o  0x80000   60.191459      -24.12
57794.561879 17.266969      NaN   167.88    86 o    0    1.42 196.6049 53.47931  1330.89  8795.92  3.74 3.72  50.5 -0.654    18.32 19.30 01a57794o0681o   0x0000   89.409237      -24.12
57798.497031 18.649074      NaN    17.88    28 o    0    2.90 196.6049 53.47931  9362.67  2414.95  3.66 3.16  87.2 -0.467    18.82 19.80 02a57798o0583o  0x80000   37.175418      -24.12
57798.500604 18.526952      NaN    17.88    33 o    0    1.98 196.6049 53.47931  9391.58  2450.75  3.65 3.17  86.2 -0.475    18.81 19.82 02a57798o0590o  0x80000   41.073248      -24.12
57798.530817 18.944322      NaN   -26.12    32 o    0    1.99 196.6049 53.47931  9340.79  2379.38  3.71 3.23  85.7 -0.466    18.82 19.86 02a57798o0647o  0x80000   40.274207      -24.12
57798.531748 16.686597 0.079168   743.88    56 o    0   20.87 196.6049 53.47931   979.50  6702.21  4.29 4.07  87.6 -0.561    18.62 20.06 01a57798o0593o 0x400b01   61.106560      -24.12
57798.534359 17.416785 0.216039   367.88    78 o    0    5.19 196.6049 53.47931   962.78  6662.84  4.28 3.85  88.8 -0.850    18.59 20.06 01a57798o0598o  0x80001   81.743573      -24.12
57798.535683 19.089302      NaN   -34.12    28 o    0    2.31 196.6049 53.47931  9319.29  2498.45  3.67 3.19  88.2 -0.469    18.83 19.85 02a57798o0656o  0x80000   37.175418      -24.12
57798.546425 17.183409 0.172020   461.88    77 o    0    8.09 196.6049 53.47931  1007.33  6735.99  4.02 3.60 -87.1 -0.941    18.67 20.08 01a57798o0620o  0x80001   80.789923      -24.12
57798.548593 19.169763      NaN   -66.12    26 o    0    3.15 196.6049 53.47931  9363.85  2439.93  3.59 3.08  87.1 -0.480    18.85 19.85 02a57798o0680o  0x80000   35.693301      -24.12
57798.553500 17.288904 0.253585   416.88   103 o    0    1.88 196.6049 53.47931 10440.04  6633.43  4.02 3.60  89.1 -0.921    18.67 20.07 01a57798o0633o 0x400200  105.863175      -24.12
57798.556160 16.919021      NaN   217.88   126 o    0    1.50 196.6049 53.47931 10412.19  6590.01  3.99 3.56 -89.3 -0.950    18.67 20.06 01a57798o0638o 0x400100  128.351127      -24.12
57798.569531 16.899927 0.134211   606.88    78 o    0   10.37 196.6049 53.47931  1024.26  6616.69  4.01 3.58 -83.4 -0.947    18.68 20.09 01a57798o0662o 0x400101   81.743573      -24.12
57798.574894 17.014129      NaN   228.88   105 o    0    1.79 196.6049 53.47931 10473.39  6665.17  4.00 3.59 -88.4 -0.939    18.69 20.10 01a57798o0671o  0x80000  107.810072      -24.12
57798.585054 16.481130 0.114657   903.88    98 o    0   16.93 196.6049 53.47931  9543.56  3818.75  4.07 3.66 -85.6 -0.915    18.65 20.06 01a57798o0688o 0x400a01  101.005008      -24.12
57798.590120 17.116274      NaN   165.88   109 o    0    7.65 196.6049 53.47931 10491.85  6544.90  3.95 3.54 -82.7 -0.966    18.70 20.10 01a57798o0697o 0x400301  111.709497      -24.12
57798.605463 18.232071 0.358000   160.88    61 o    0    2.14 196.6049 53.47931    95.48  3983.84  4.14 3.74  89.5 -0.891    18.64 20.09 01a57798o0723o 0x400300   65.719188      -24.12
57801.614669 16.735760 0.097628   709.88    66 o    0   13.45 196.6049 53.47931  8743.80  4514.18  3.81 3.42  72.9 -0.698    18.73 20.46 01a57801o0693o 0xc00a01   70.384741      -24.12
57801.633326 17.077088 0.113435   511.88    56 o    0    9.42 196.6049 53.47931  8756.34  4551.86  3.57 3.32  74.0 -0.676    18.76 20.47 01a57801o0728o 0xc00801   61.106560      -24.12
57801.642329 17.976960 0.269114   209.88    58 o    0    2.21 196.6049 53.47931  8698.83  4479.42  3.49 3.27  69.4 -0.688    18.76 20.44 01a57801o0744o 0xc00400   62.944513      -24.12
57801.657006 17.785989 0.221817   254.88    57 o    0    1.52 196.6049 53.47931  8695.06  4601.35  3.68 3.44  72.3 -0.682    18.59 20.19 01a57801o0770o 0xc00100   62.024283      -24.12
57802.536875 19.169763      NaN   -26.12    26 o    0    1.85 196.6049 53.47931  9147.16  1458.80  3.85 3.58  80.5 -0.461    19.12 20.60 02a57802o0573o 0x880000   35.693301      -24.12
57802.539356 19.102305      NaN    -4.12    21 o    0    2.92 196.6049 53.47931  9173.82  1491.09  3.90 3.60  81.2 -0.454    19.12 20.58 02a57802o0578o 0x800000   32.233705      -24.12
57802.550640 19.212347      NaN   -24.12    25 o    0    1.88 196.6049 53.47931  9113.91  1416.26  3.96 3.63  83.4 -0.456    19.09 20.55 02a57802o0600o 0x880000   34.971584      -24.12
57802.567454 18.796518      NaN    -1.12    29 o    0    1.74 196.6049 53.47931  1403.36  8916.70  4.10 3.83  36.9 -0.444    19.04 20.55 02a57802o0632o 0x880000   37.934308      -24.12
57802.582181 18.504094      NaN    35.88    28 o    0    2.11 196.6049 53.47931  1346.95  8975.00  3.68 3.38  26.9 -0.467    19.08 20.47 02a57802o0658o 0x800000   37.175418      -24.12
57802.614366 17.623637 0.224520   299.88    67 o    0    5.47 196.6049 53.47931  8745.35  4514.74  3.58 3.39  61.8 -0.630    18.59 20.16 01a57802o0693o 0xc00a01   71.323290      -24.12
57802.632888 17.389435 0.183657   377.88    68 o    0    4.12 196.6049 53.47931  8758.06  4552.27  3.64 3.38  68.5 -0.632    18.57 20.13 01a57802o0728o 0x881000   72.263488      -24.12
57802.641889 17.845990 0.279659   239.88    68 o    0    1.33 196.6049 53.47931  8700.54  4479.98  3.62 3.40  63.0 -0.627    18.58 20.16 01a57802o0744o 0xc00400   72.263488      -24.12
57802.656500 18.068904 0.277746   190.88    55 o    0    1.57 196.6049 53.47931  8696.95  4601.71  3.63 3.40  61.0 -0.634    18.50 20.00 01a57802o0770o 0x801000   60.191459      -24.12
57803.609446 16.839685 0.081390   642.88    50 o    0    4.55 196.6049 53.47931  9714.77  1958.42  6.14 5.37  69.1 -0.543    18.59 20.91 01a57803o0574o 0x402600   55.659785      -24.12
57803.610959 17.360125 0.115672   388.88    44 o    0    6.90 196.6049 53.47931  9739.02  1995.75  4.84 4.07  74.6 -0.616    18.78 20.90 01a57803o0577o 0x402e01   50.338968      -24.12
57803.633066 17.453402 0.146102   354.88    51 o    0    6.84 196.6049 53.47931  9681.06  1922.90  3.64 3.37  60.5 -0.633    18.91 20.84 01a57803o0618o 0x402801   56.559807      -24.12
57803.633575 17.793801 0.141107   252.88    36 o    0    2.82 196.6049 53.47931   247.19  2141.10  5.02 4.49  86.3 -0.481    18.96 20.89 01a57803o0619o 0x402700   43.520245      -24.12
57803.647886 18.623526      NaN   -76.12    43 o    0   92.96 196.6049 53.47931  9677.80  2045.14  3.75 3.38  65.5 -0.652    18.89 20.81 01a57803o0644o 0x402801   49.467279      -24.12
57803.648394 17.825619 0.145303   244.88    36 o    0    2.61 196.6049 53.47931   278.76  2183.24  5.11 4.62 -88.7 -0.496    18.90 20.86 01a57803o0645o 0x402700   43.520245      -24.12
57803.663341 17.482434 0.185370   344.88    63 o    0    1.46 196.6049 53.47931   220.26  2102.67  5.16 4.60 -89.9 -0.544    18.11 19.24 01a57803o0670o  0x82000   67.579669      -24.12
57805.612361 16.007870 0.024212  1410.88    32 o    0   36.70 196.6049 53.47931  2011.25  2785.04  4.66 4.30 -86.3 -0.529    18.90 20.83 01a57805o0707o 0xc00b01   40.274207      -24.12
57805.623470 17.422338 0.103006   365.88    37 o    0    8.71 196.6049 53.47931  2034.78  2825.55  4.68 4.33 -85.1 -0.514    18.87 20.79 01a57805o0728o 0xc00c01   44.351006      -24.12
57805.640965 17.654224 0.120637   290.88    35 o    0    2.89 196.6049 53.47931  1980.07  2748.08  4.88 4.59 -83.4 -0.511    18.79 20.79 01a57805o0760o 0xc00d00   42.696741      -24.12
57805.656338 17.473643 0.102153   347.88    35 o    0    3.14 196.6049 53.47931  1961.30  2864.79  4.72 4.44 -83.5 -0.533    18.68 20.46 01a57805o0786o 0xc00100   42.696741      -24.12
57807.585793 17.740268 0.156704   266.88    42 o    0    2.85 196.6049 53.47931  9446.94  2947.13  4.31 3.69  82.2 -0.587    19.05 21.24 01a57807o0597o 0x402100   48.600532      -24.12
57807.590336 17.488335 0.124253   342.88    42 o    0    2.23 196.6049 53.47931  9462.20  2988.77  4.29 3.69  83.6 -0.604    19.04 21.20 01a57807o0606o  0x82000   48.600532      -24.12
57807.601013 17.467821 0.110315   349.88    38 o    0    2.88 196.6049 53.47931  9402.12  2913.98  4.54 3.96  84.0 -0.573    18.97 21.16 01a57807o0626o 0x402400   45.188624      -24.12
57807.621382 17.215145 0.096612   447.88    42 o    0    8.55 196.6049 53.47931  9397.12  3036.01  4.39 3.87  81.8 -0.612    18.96 21.12 01a57807o0664o 0x402a01   48.600532      -24.12
57811.567404 17.935984 0.183190   218.88    41 o    0    1.82 196.6049 53.47931  9315.91  2991.58  3.89 3.45  71.1 -0.639    19.00 21.04 01a57811o0082o  0x82000   47.738996      -24.12
57811.574691 18.169360 0.249276   171.88    45 o    0    2.40 196.6049 53.47931  9338.13  3031.36  4.01 3.51  73.7 -0.619    19.00 21.06 01a57811o0095o 0x402400   51.215347      -24.12
57811.602271 17.879400 0.186611   231.88    44 o    0    2.74 196.6049 53.47931  9279.72  2939.62  3.94 3.45  78.5 -0.596    19.04 21.11 01a57811o0146o 0x402400   50.338968      -24.12
57811.605277 18.019544 0.226798   200.88    47 o    0    1.21 196.6049 53.47931  9258.25  3059.39  3.97 3.48  80.3 -0.603    19.03 21.09 01a57811o0152o   0x2000   52.981239      -24.12
57817.549008 18.666446      NaN    27.88    24 o    0    2.50 196.6049 53.47931  9962.96  2314.77  4.29 3.49 -48.5 -0.448    19.18 21.37 01a57817o0581o  0x82000   34.263854      -24.12
57817.561550 15.176862 0.009502  3060.88    27 o    0  277.42 196.6049 53.47931  9989.13  2352.84  4.34 3.53 -46.7 -0.451    19.16 21.38 01a57817o0602o 0x402801   36.428172      -24.12
57817.573744 14.555032 0.007344  5445.88    37 o    0  336.78 196.6049 53.47931   500.46  2531.31  5.22 4.16  71.7 -0.354    19.15 21.37 01a57817o0622o 0x402b01   44.351006      -24.12
57817.589952 14.701430 0.009086  4755.88    40 o    0  240.99 196.6049 53.47931   530.18  2573.74  5.10 4.14  73.4 -0.370    19.15 21.38 01a57817o0651o 0x402a01   46.882958      -24.12
57817.595844 14.137941 0.005272  8007.88    39 o    0  675.28 196.6049 53.47931   468.74  2493.34  5.46 4.20  74.9 -0.340    19.15 21.36 01a57817o0662o 0x402a01   46.032724      -24.12
57817.613165 16.318453 0.044316  1053.88    44 o    0   33.47 196.6049 53.47931   450.10  2610.38  5.73 4.31  71.5 -0.334    19.10 21.30 01a57817o0695o 0x402b01   50.338968      -24.12
57818.506892 19.271854      NaN   -10.12    19 o    0    5.31 196.6049 53.47931  2440.25  2500.71  3.65 3.56 -38.8 -0.432    19.59 21.54 02a57818o0330o   0x2001   30.967914      -24.12
57818.519822 19.226921      NaN   -10.12    20 o    0    5.01 196.6049 53.47931  2466.91  2538.59  3.65 3.52 -39.8 -0.446    19.61 21.55 02a57818o0356o   0x2001   31.591324      -24.12
57818.537733 19.384550 0.288399    39.88    17 o    0    7.51 196.6049 53.47931  8073.02  7968.23  3.78 3.31  86.8 -0.462    19.57 21.50 02a57818o0391o  0x82001   29.782742      -24.12
57818.542391 19.256669      NaN   -12.12    20 o    0    4.67 196.6049 53.47931  8095.62  7850.77  3.81 3.30  89.3 -0.467    19.57 21.49 02a57818o0400o   0x2000   31.591324      -24.12
57818.560400 19.183773      NaN    -4.12    19 o    0    3.19 196.6049 53.47931  8057.01  7912.44  3.77 3.26 -89.9 -0.464    19.61 21.56 02a57818o0434o   0x2000   30.967914      -24.12
57819.544507 18.889197      NaN     4.88    24 o    0    2.21 196.6049 53.47931  8567.74  2357.11  3.94 3.40 -48.4 -0.453    19.24 21.41 01a57819o0613o  0x80000   34.263854      -24.12
57819.556804 18.590371      NaN    33.88    25 o    0    4.57 196.6049 53.47931  8591.20  2395.85  3.90 3.32 -50.8 -0.455    19.21 21.33 01a57819o0634o  0x80000   34.971584      -24.12
57819.568859 18.489118      NaN    43.88    26 o    0    2.15 196.6049 53.47931  8533.89  2323.20  4.01 3.39 -50.0 -0.454    19.16 21.28 01a57819o0653o  0x80000   35.693301      -24.12
57819.580865 18.767304 0.249815    88.88    26 o    0    2.49 196.6049 53.47931  8520.83  2446.46  4.12 3.47 -51.3 -0.447    19.12 21.25 01a57819o0673o  0x80000   35.693301      -24.12
57822.527612 16.435312      NaN   157.88   262 o    0    1.46 196.6049 53.47931   191.33  6337.92  3.71 3.39  65.0 -0.359    16.20 16.26 02a57822o0004o 0x400802  263.138769      -24.12
57822.538574 14.680732      NaN   803.88  1348 o    0    1.03 196.6049 53.47931   246.68  6411.46  3.77 3.41  63.0 -0.415    15.54 15.39 02a57822o0026o 0x400802 1348.221796      -24.12
57822.545011 17.862567      NaN    31.88    68 o    0    1.47 196.6049 53.47931  9664.45  6332.20  3.85 3.22 -88.8 -0.460    17.94 18.73 02a57822o0039o   0x0000   72.263488      -24.12
57822.556792 18.459772      NaN    -0.12    42 o    0    2.06 196.6049 53.47931  9639.36  6292.02  3.86 3.21  89.7 -0.452    18.50 19.41 02a57822o0063o  0x80000   48.600532      -24.12
57822.558227 18.606822      NaN   -10.12    39 o    0    1.86 196.6049 53.47931  9697.95  6374.56  3.87 3.31  87.6 -0.447    18.49 19.40 02a57822o0066o  0x80000   46.032724      -24.12
57822.558705 18.786693      NaN   -26.12    37 o    0    4.80 196.6049 53.47931   259.22  6292.20  3.67 3.32  64.7 -0.447    18.45 19.31 02a57822o0067o   0x0000   44.351006      -24.12
57822.571778 18.267867      NaN    10.88    48 o    0    1.96 196.6049 53.47931   219.17  6349.97  3.73 3.37  64.7 -0.438    18.42 19.31 02a57822o0093o   0x0000   53.870323      -24.12
57822.573271 18.232071      NaN    37.88    41 o    0    2.46 196.6049 53.47931  9715.83  6256.78  3.92 3.23  88.0 -0.456    18.49 19.42 02a57822o0096o  0x80000   47.738996      -24.12
57822.589569 18.424171      NaN    -1.12    44 o    0    1.60 196.6049 53.47931  9669.73  6313.31  3.94 3.24  87.5 -0.456    18.49 19.42 02a57822o0128o   0x0000   50.338968      -24.12
57827.559948 17.436348 0.135365   360.88    48 o    0   15.99 196.6049 53.47931  1340.91  3614.52  4.48 3.58 -89.7 -0.473    18.55 19.88 01a57827o0650o 0xc00901   53.870323      -24.12
57827.578151 17.075064 0.095027   512.88    47 o    0   18.44 196.6049 53.47931  1365.96  3654.99  4.62 3.66 -89.4 -0.486    18.53 19.86 01a57827o0686o 0xc00801   52.981239      -24.12
57827.595614 17.187887 0.116649   459.88    52 o    0   11.76 196.6049 53.47931  1306.85  3573.14  4.70 3.77  89.2 -0.503    18.50 19.84 01a57827o0717o 0x880001   57.463134      -24.12
57827.610520 17.555452 0.147912   320.88    47 o    0   11.21 196.6049 53.47931  1286.09  3688.80  4.74 3.88  88.9 -0.475    18.48 19.81 01a57827o0744o 0xc00201   52.981239      -24.12
57829.524041 18.816441      NaN  -163.12    36 o    0   83.03 196.6049 53.47931 10202.36  3835.49  3.87 3.70 -40.2 -0.445    18.75 20.42 01a57829o0546o 0x402801   43.520245      -24.12
57829.536148 18.978793      NaN  -150.12    31 o    0  140.67 196.6049 53.47931 10232.84  3874.81  3.86 3.66 -31.9 -0.444    18.74 20.40 01a57829o0568o 0x402801   39.484322      -24.12
57829.550062 15.619028 0.015337  2028.88    29 o    0  106.30 196.6049 53.47931 10167.64  3800.95  3.98 3.69 -34.8 -0.452    18.71 20.38 01a57829o0594o 0x402801   37.934308      -24.12
57829.558686 17.725445 0.161940   270.88    44 o    0    6.75 196.6049 53.47931   759.71  4081.37  5.07 3.99  87.3 -0.409    18.73 20.40 01a57829o0610o 0x402301   50.338968      -24.12
57829.569588 18.243872      NaN -1079.12    61 o    0  129.09 196.6049 53.47931 10146.58  3922.80  3.79 3.53 -35.2 -0.461    18.72 20.35 01a57829o0630o 0x402a01   65.719188      -24.12
57829.570615 17.161296 0.107260   471.88    49 o    0   12.03 196.6049 53.47931   780.56  4119.02  5.08 4.02  85.2 -0.394    18.74 20.39 01a57829o0632o 0x402c01   54.763233      -24.12
57829.572703 18.024380 0.242352   199.88    50 o    0    5.70 196.6049 53.47931   720.97  4039.60  4.90 3.90  82.9 -0.390    18.75 20.39 01a57829o0636o 0x402201   55.659785      -24.12
57829.594643 17.850111      NaN    55.88    61 o    0    1.14 196.6049 53.47931   702.83  4157.08  5.15 4.09  80.8 -0.380    18.71 20.34 01a57829o0677o  0x82000   65.719188      -24.12
57830.469368 18.878500 0.255467    77.88    24 o    0    6.27 196.6049 53.47931  2269.63  4369.86  3.50 3.38  72.8 -0.469    18.55 19.74 02a57830o0500o  0x80001   34.263854      -24.12
57830.482959 18.767304      NaN    19.88    23 o    0    6.12 196.6049 53.47931  2293.93  4407.21  3.52 3.38  70.0 -0.469    18.53 19.69 02a57830o0526o   0x0001   33.570995      -24.12
57830.501286 19.089302      NaN   -18.12    26 o    0    2.88 196.6049 53.47931  2235.48  4327.26  3.46 3.33  78.2 -0.481    18.53 19.66 02a57830o0561o   0x0000   35.693301      -24.12
57830.505628 18.921935      NaN    -4.12    26 o    0    3.13 196.6049 53.47931  2211.32  4444.24  3.53 3.36  70.3 -0.474    18.53 19.66 02a57830o0570o  0x80000   35.693301      -24.12
